图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,哈密瓜-预测置信度,圣女果-预测置信度,山竹-预测置信度,杨梅-预测置信度,柚子-预测置信度,柠檬-预测置信度,桂圆-预测置信度,梨-预测置信度,椰子-预测置信度,榴莲-预测置信度,火龙果-预测置信度,猕猴桃-预测置信度,石榴-预测置信度,砂糖橘-预测置信度,胡萝卜-预测置信度,脐橙-预测置信度,芒果-预测置信度,苦瓜-预测置信度,苹果-红-预测置信度,苹果-青-预测置信度,草莓-预测置信度,荔枝-预测置信度,菠萝-预测置信度,葡萄-白-预测置信度,葡萄-红-预测置信度,西瓜-预测置信度,西红柿-预测置信度,车厘子-预测置信度,香蕉-预测置信度,黄瓜-预测置信度
fruit30_split/val/哈密瓜/136.jpg,0,哈密瓜,0,哈密瓜,9,榴莲,14,胡萝卜,True,0.8368496,7.733243e-06,4.07373e-06,6.1853294e-05,0.019198617,0.0001966243,1.6541351e-05,0.003387019,0.00024028224,0.043889333,0.00011783296,5.7018024e-05,0.00038581263,0.00052802725,0.031017901,0.003002894,0.016206844,0.0028045173,2.2611544e-05,0.00010206466,4.1985397e-05,9.053036e-06,0.0036011369,1.0857201e-05,3.8835124e-06,0.0014019719,0.00074349245,2.1542368e-07,0.007076599,0.029013518
fruit30_split/val/哈密瓜/137.jpg,0,哈密瓜,5,柠檬,16,芒果,15,脐橙,False,0.02972816,0.00013132005,2.172098e-06,0.0010200653,0.009248273,0.70045245,0.00013989882,0.00038270798,0.0005353904,0.00022486842,0.00017086968,0.002136639,2.0767588e-05,8.601853e-05,0.0033686452,0.053732395,0.18009211,4.0754756e-05,1.7061428e-05,0.0005006142,0.00024502983,1.4133821e-05,0.0010214213,6.2570085e-05,7.431823e-06,0.0011100331,0.0044126636,2.5720806e-06,0.010604366,0.0004885508
fruit30_split/val/哈密瓜/14.jpg,0,哈密瓜,0,哈密瓜,4,柚子,16,芒果,True,0.99995697,2.7456423e-10,1.501886e-08,1.7336107e-07,2.371559e-05,1.1865328e-06,4.8199087e-07,8.6792204e-07,1.1635433e-06,2.9681033e-09,7.007945e-09,1.7118431e-06,1.9466113e-09,4.579992e-07,8.536357e-10,9.75498e-07,6.403188e-06,7.786483e-09,7.455295e-09,1.2907395e-08,1.933609e-06,3.806705e-08,8.994385e-08,7.668162e-09,8.011812e-10,3.6417277e-06,8.022872e-09,2.6434087e-12,1.6702573e-09,1.2846564e-07
fruit30_split/val/哈密瓜/144.jpg,0,哈密瓜,0,哈密瓜,28,香蕉,8,椰子,True,0.6040855,0.0005418017,2.9821978e-05,0.00013238781,0.023076387,0.0028150608,0.0006207132,0.0029852015,0.0882602,0.015188576,0.000105248626,0.0037944107,0.0002552959,0.0013468368,0.045632064,0.023034357,0.03973891,4.0344745e-05,2.7538452e-05,7.361102e-05,0.00022324375,8.490178e-05,0.0003200394,0.0002679339,6.76856e-05,0.0044163987,0.03895797,5.893784e-06,0.10317675,0.00069491984
fruit30_split/val/哈密瓜/145.jpg,0,哈密瓜,0,哈密瓜,4,柚子,7,梨,True,0.95468557,3.348849e-05,9.133416e-06,0.0034483538,0.010609504,0.0044269296,0.0002443349,0.007220898,0.00055708375,0.00033216568,9.094611e-05,0.0059305388,0.003120344,0.0005469255,5.9973652e-05,0.0010684779,0.0030043377,0.00020587859,1.7057528e-05,0.00015423006,0.00048809577,0.00030766614,0.0007027909,3.55961e-05,0.0008670491,0.00041225224,0.00011829751,1.0334578e-06,0.00016141175,0.0011396281
fruit30_split/val/哈密瓜/152.jpg,0,哈密瓜,0,哈密瓜,16,芒果,11,猕猴桃,True,0.9996811,1.183721e-07,7.4544895e-09,2.1589297e-08,3.172945e-05,1.6381645e-06,3.2836076e-07,2.7558624e-06,1.0013774e-08,3.2333938e-07,2.1864022e-10,9.7159726e-05,3.1948795e-09,5.4101565e-07,2.6755092e-08,2.072879e-06,0.00017737395,2.484471e-09,7.718542e-09,2.5008686e-09,6.911929e-10,2.426159e-09,3.5790017e-06,1.724911e-07,4.0576307e-09,1.24359145e-08,5.28514e-08,1.301885e-10,9.0098325e-07,1.9568387e-09
fruit30_split/val/哈密瓜/163.jpg,0,哈密瓜,0,哈密瓜,22,菠萝,16,芒果,True,0.77806777,1.5132619e-07,1.4046202e-06,1.9066948e-07,0.013194778,0.0035653326,0.00037126915,0.049335975,0.00017966171,0.00077899126,7.271153e-06,2.79292e-06,4.516018e-06,4.010225e-05,0.0009966716,0.009197925,0.05214462,4.375665e-06,5.0228996e-06,1.2124698e-05,4.3355635e-06,6.081707e-07,0.08903136,0.00025356983,5.034224e-07,0.0018667206,1.8185987e-05,7.9576684e-10,0.0007920276,0.000121792415
fruit30_split/val/哈密瓜/164.jpg,0,哈密瓜,0,哈密瓜,4,柚子,16,芒果,True,0.99997187,2.8323397e-09,2.2593043e-10,2.6217666e-08,1.4643597e-05,1.9666194e-07,4.684344e-08,4.9473823e-07,5.0786015e-09,5.6752402e-08,6.852158e-10,1.8584966e-07,1.5475268e-10,3.3173492e-07,1.217734e-07,4.1228463e-07,1.0971471e-05,2.8923206e-09,2.6431093e-09,5.335662e-10,9.265847e-09,2.1786373e-09,8.766739e-09,3.198832e-10,9.34316e-11,1.1140605e-08,1.1064245e-08,2.3486596e-10,4.900789e-07,1.7431883e-08
fruit30_split/val/哈密瓜/173.jpg,0,哈密瓜,0,哈密瓜,16,芒果,25,西瓜,True,0.99772984,1.3920843e-05,6.023444e-07,7.3045635e-06,8.962982e-05,5.6004487e-06,1.5945773e-06,4.2996144e-06,9.067325e-06,6.466133e-07,1.1385284e-08,0.0001678738,2.2346942e-08,1.0253026e-06,2.988809e-06,5.360459e-07,0.0009295368,8.909169e-06,1.6385445e-06,2.3778919e-06,7.9813344e-07,2.9264891e-08,5.6329753e-07,9.923581e-06,3.5610565e-06,0.00083416764,6.3236446e-05,7.5248545e-07,4.418949e-07,0.000109140296
fruit30_split/val/哈密瓜/178.jpg,0,哈密瓜,4,柚子,16,芒果,5,柠檬,False,0.004410807,0.00028006893,5.188218e-05,3.0857893e-07,0.47892064,0.12950066,0.0010699267,0.0040083127,0.0027662327,1.4781772e-06,8.166139e-08,7.0896167e-06,0.00024002901,3.8830356e-05,2.8758166e-07,0.01031738,0.36751658,3.094847e-08,0.00023987226,3.736324e-05,9.310939e-09,1.7199478e-05,0.00026104285,8.64074e-06,7.443443e-06,5.595001e-05,0.00011834828,2.5817943e-07,0.00012214012,1.1361943e-06
fruit30_split/val/哈密瓜/182.jpg,0,哈密瓜,0,哈密瓜,8,椰子,6,桂圆,True,0.92714834,9.384444e-08,0.000285585,6.338014e-07,0.0016359437,0.0012298829,0.012631174,5.097147e-06,0.051735476,2.05045e-06,2.083288e-08,0.00017447158,1.838696e-07,4.869113e-05,2.4585472e-07,9.872118e-06,0.0020557463,5.554852e-08,0.00011836013,1.3702144e-07,8.11725e-07,5.327125e-07,1.974051e-06,1.1234794e-05,1.0777002e-05,0.0003937305,3.4268223e-07,2.5059418e-08,0.0024938844,4.581956e-06
fruit30_split/val/哈密瓜/25.jpg,0,哈密瓜,0,哈密瓜,16,芒果,13,砂糖橘,True,0.4018872,8.110427e-05,1.4786922e-06,0.00022159697,0.020101598,0.004688574,0.01933714,0.00028655014,0.00087947276,9.712689e-05,4.7209363e-05,0.0001217365,7.055479e-05,0.045184553,0.0017846923,0.03835215,0.38998374,1.13578235e-05,4.5089353e-05,3.86636e-05,0.006657477,0.0001063423,0.03840804,7.276695e-07,6.024813e-05,0.0136,0.017021593,1.1056119e-06,2.1252707e-05,0.00090163015
fruit30_split/val/哈密瓜/29.png,0,哈密瓜,0,哈密瓜,4,柚子,11,猕猴桃,True,0.9199506,8.2467835e-05,2.0799855e-05,0.00042258983,0.02358565,0.00018357724,0.008499786,0.013121972,0.008652885,0.0001027505,1.5044484e-05,0.014606737,6.570941e-05,0.002068978,3.7045607e-05,0.00056288,0.0012653893,4.4737935e-05,0.0001447114,8.312082e-05,6.0755046e-05,0.0045188004,0.00012514404,5.2314394e-06,0.00018153958,0.00041081727,0.00090164656,0.00026460874,1.1486211e-05,2.440402e-06
fruit30_split/val/哈密瓜/38.jpg,0,哈密瓜,0,哈密瓜,4,柚子,11,猕猴桃,True,0.9838346,9.189673e-06,7.619781e-07,1.6535865e-06,0.014700491,7.333745e-05,6.4282676e-06,5.540655e-05,4.5699966e-05,1.8081158e-05,1.8880968e-08,0.0010294211,7.172533e-07,6.962623e-06,3.361056e-06,5.8269034e-05,0.00012580195,5.079258e-07,1.7322968e-07,1.6016467e-07,7.99215e-07,2.1734722e-06,4.098134e-06,3.307766e-07,1.3027487e-06,1.5530958e-06,1.3597096e-05,1.8135817e-07,4.6997257e-06,1.0747083e-07
fruit30_split/val/哈密瓜/44.jpg,0,哈密瓜,0,哈密瓜,8,椰子,4,柚子,True,0.926592,2.21321e-05,0.00010357355,1.8504418e-06,0.01697581,0.008943188,0.001577152,0.004854027,0.03716023,3.3735116e-06,1.7961097e-06,0.00062705076,5.6190484e-06,2.2363258e-05,4.3634295e-06,0.0002379357,0.00071792415,1.9149316e-05,0.0001721249,0.00038518058,3.9144466e-06,0.0005793793,2.4799027e-05,4.157511e-06,5.78564e-06,0.00084319944,7.148849e-05,5.115038e-07,2.9039596e-05,1.0929531e-05
fruit30_split/val/哈密瓜/46.jpg,0,哈密瓜,0,哈密瓜,4,柚子,16,芒果,True,0.99822074,1.2567104e-05,5.3120034e-06,2.6557893e-05,0.00059025834,4.095726e-06,3.3345432e-06,3.592789e-05,1.0398057e-05,8.090806e-06,4.894786e-06,0.0004500676,6.140833e-07,1.4776654e-06,1.9696325e-05,3.8212595e-05,0.00051803136,1.2545615e-06,3.3903057e-06,7.781656e-07,1.0868157e-05,2.7623723e-06,5.8540104e-07,9.722521e-08,3.1680707e-07,6.532779e-06,2.0230707e-05,4.5170972e-07,1.9242857e-06,5.219128e-07
fruit30_split/val/哈密瓜/48.jpg,0,哈密瓜,0,哈密瓜,20,草莓,29,黄瓜,True,0.8657208,7.3749384e-06,6.184785e-05,0.013889615,0.00019315063,0.003807125,0.003012122,8.428708e-05,0.00021341468,1.991337e-06,0.000270913,0.0005834697,1.6787195e-05,3.306987e-05,3.114859e-05,5.9158792e-06,0.00033425738,0.005277915,3.2012535e-06,0.0010961666,0.06611099,0.00091023406,1.4889036e-05,0.00012330215,0.0018779972,0.017384253,9.666825e-05,2.9376926e-07,4.8227525e-06,0.01883193
fruit30_split/val/哈密瓜/56.jpg,0,哈密瓜,6,桂圆,0,哈密瓜,11,猕猴桃,True,0.27349395,9.458686e-08,3.1601503e-05,5.32627e-07,0.0005160398,2.6509557e-05,0.68686247,0.003261907,0.008727177,0.00016639572,3.5321744e-08,0.022465471,6.298299e-05,0.00029531118,4.925614e-05,0.000119145945,0.003887848,1.1162371e-07,3.391114e-06,1.5363294e-06,2.7134226e-07,3.9412276e-07,3.4785393e-07,4.042273e-06,3.3172691e-06,4.0543605e-06,5.246155e-07,1.6728274e-08,7.6293445e-06,7.5797966e-06
fruit30_split/val/哈密瓜/63.jpg,0,哈密瓜,0,哈密瓜,16,芒果,4,柚子,True,0.740601,2.123348e-06,0.00012888992,1.3106848e-05,0.06348671,0.0057245796,0.00068026176,0.006873257,0.017245721,0.0003437989,4.8441238e-05,5.9579368e-05,1.9040776e-06,0.001312799,0.0014178561,0.015253741,0.1274763,1.5676076e-05,0.00016476736,1.0085287e-05,0.004670408,0.0001652355,0.0036029697,0.0010380878,1.8101497e-05,0.00075436395,4.370812e-05,8.6005755e-08,0.00030664078,0.008539871
fruit30_split/val/哈密瓜/66.jpg,0,哈密瓜,0,哈密瓜,16,芒果,4,柚子,True,0.8799884,0.0001059753,2.0412852e-05,7.896097e-05,0.0105380295,0.00041769096,1.6137396e-05,0.00036307948,4.7416244e-05,4.0656945e-05,0.00014654524,0.0006413616,1.929604e-05,4.1986994e-05,4.974177e-05,0.001498814,0.10422637,5.5078212e-06,9.836916e-06,0.0008710219,2.659024e-05,3.0411218e-06,7.264696e-06,6.108766e-06,1.4118677e-06,0.00011247668,0.00020487733,2.1253343e-06,0.00046945177,3.937308e-05
fruit30_split/val/哈密瓜/7.jpg,0,哈密瓜,0,哈密瓜,16,芒果,22,菠萝,True,0.50776714,1.1347538e-07,2.3306375e-06,2.9212413e-05,0.0023324555,0.00021971643,0.003030065,0.012303709,0.0006610152,0.011161472,7.430788e-07,4.1662715e-05,1.1346521e-05,0.0031276974,0.009946093,0.0011681073,0.3799653,5.943806e-06,2.0117857e-05,2.5543666e-06,1.198843e-05,3.8566857e-05,0.066078305,7.024347e-05,1.6456252e-06,0.0005011197,6.423771e-06,5.0347553e-09,0.0012267176,0.00026813505
fruit30_split/val/哈密瓜/70.jpg,0,哈密瓜,0,哈密瓜,4,柚子,16,芒果,True,0.9996306,2.0848586e-07,1.3581644e-07,8.3461764e-08,0.00015900744,1.4140371e-05,6.2144964e-06,3.0326359e-05,1.3683768e-07,8.928147e-07,9.230352e-10,4.8104437e-05,3.8744075e-09,5.3531758e-06,7.1519196e-08,1.6933947e-05,8.441521e-05,3.2250174e-09,3.4921536e-07,7.559496e-08,4.881613e-09,1.3107151e-08,1.2703149e-06,2.3192561e-07,3.4495997e-09,7.599038e-07,4.506121e-07,5.2177807e-10,3.3214678e-07,9.1589625e-09
fruit30_split/val/哈密瓜/75.jpg,0,哈密瓜,0,哈密瓜,16,芒果,11,猕猴桃,True,0.9713822,1.698361e-05,4.9450587e-06,8.7368004e-05,0.0014883698,0.0015247397,3.289666e-05,0.0006622857,0.0003410594,0.00031878016,3.861756e-06,0.0071824244,4.039707e-07,1.9069128e-05,0.00011085938,3.9836214e-05,0.011646741,0.00048679515,2.8338338e-05,5.3674652e-05,4.5255238e-06,1.5880554e-06,8.407674e-06,0.00044986643,2.954008e-05,0.00026875487,1.29111495e-05,8.145375e-06,0.0009531391,0.00283164
fruit30_split/val/哈密瓜/84.jpg,0,哈密瓜,0,哈密瓜,16,芒果,28,香蕉,True,0.99366343,6.2052573e-06,1.190835e-07,3.3851214e-07,0.0004262934,1.0467257e-06,2.3946692e-05,0.0008449276,0.0002947057,6.9664165e-05,3.0847125e-06,3.7390237e-05,2.9005636e-05,5.3008943e-08,0.00023092878,9.4373155e-07,0.0017916934,1.2521367e-05,6.371394e-08,1.7029202e-05,6.146158e-07,1.6109445e-07,8.065515e-07,4.6191985e-06,3.2498947e-06,4.5352954e-05,0.0007999164,3.9365653e-07,0.0015851952,0.00010637317
fruit30_split/val/哈密瓜/9.jpg,0,哈密瓜,0,哈密瓜,16,芒果,25,西瓜,True,0.45807502,1.7471035e-05,4.7315134e-06,1.7982356e-05,0.0066939704,8.115899e-05,8.530182e-05,0.0006107559,5.831031e-05,0.002061139,9.831666e-06,9.954563e-06,0.00017490539,0.0004013589,0.04376457,0.004668454,0.33936992,0.00084768055,0.00016524072,7.3993956e-06,0.00024080134,7.204951e-05,0.0039813085,0.00016892313,1.0334412e-06,0.07984798,0.05174935,2.1878036e-06,0.0061268336,0.0006843736
fruit30_split/val/哈密瓜/90.jpg,0,哈密瓜,0,哈密瓜,16,芒果,4,柚子,True,0.99994063,4.5410628e-10,4.493979e-08,5.6605955e-07,1.03916245e-05,6.331778e-07,1.0387586e-08,3.1171172e-07,1.2200248e-06,1.2541386e-07,7.2865878e-09,2.6562564e-06,3.5006686e-08,1.0395177e-06,4.752607e-10,3.8878554e-07,4.1014708e-05,4.2168133e-10,3.2813356e-09,6.9644344e-08,5.375848e-07,3.9376495e-08,1.5122593e-07,4.435449e-09,1.7799728e-09,1.1498125e-07,4.5247073e-09,1.02553565e-11,4.9199147e-09,2.9630561e-08
fruit30_split/val/哈密瓜/91.jpg,0,哈密瓜,0,哈密瓜,4,柚子,19,苹果-青,True,0.60652435,0.0035720456,0.00033005996,0.033064675,0.12444641,0.009453856,0.001188298,0.0026915672,0.007671333,0.00012582765,0.000244768,0.013097665,1.0252741e-05,0.00011926434,0.00050198805,0.004912577,0.032673195,0.00091851706,0.00032351862,0.06944024,0.0033478527,0.030205349,0.00024377629,0.02677369,0.00049238437,0.0021839768,0.016389538,5.3623215e-05,0.004797416,0.00420203
fruit30_split/val/圣女果/100.jpeg,1,圣女果,26,西红柿,1,圣女果,13,砂糖橘,True,9.0770336e-05,0.30575693,7.274342e-06,0.00044090603,0.00042196029,0.00040747772,0.0002609087,0.00019581616,8.229996e-06,7.006653e-07,1.8596882e-07,2.653414e-05,0.0017097006,0.009288972,1.0661078e-05,0.00084944966,0.0043334677,3.2694683e-05,0.0002725074,0.00015105921,0.00036058927,0.0017625588,9.837052e-06,0.0008350875,0.0031422821,0.00023836596,0.6688602,0.00049260363,1.1146163e-06,3.1150186e-05
fruit30_split/val/圣女果/102.jpeg,1,圣女果,3,杨梅,1,圣女果,20,草莓,True,2.7367592e-05,0.28247356,0.0006092543,0.29043078,0.0015530236,0.00010988933,0.00010647194,1.8207864e-05,3.2100976e-05,8.6908614e-05,6.2531755e-05,2.0301677e-06,0.009722046,0.011471998,0.00016753151,0.00011327352,0.0003862903,0.0020099622,0.00017656673,4.1007603e-05,0.13694747,0.10553747,0.0009159021,0.0012007275,0.07673812,0.0015968248,0.0654704,0.011551891,8.313997e-05,0.00035716576
fruit30_split/val/圣女果/114.jpg,1,圣女果,1,圣女果,26,西红柿,20,草莓,True,6.501507e-07,0.6255344,4.7605095e-06,0.0010012779,0.0014847935,0.0013660489,2.648386e-05,3.7820043e-06,0.00023003972,4.978785e-08,7.349861e-05,0.00023716174,0.04173807,0.0012419794,1.2619136e-06,4.902401e-06,9.5961695e-05,2.1926911e-05,0.0008394617,4.342825e-05,0.07891723,0.003539656,1.5856679e-06,0.0016738252,0.010256131,0.0002058583,0.22992854,0.0015146128,4.000418e-06,8.623417e-06
fruit30_split/val/圣女果/12.jpg,1,圣女果,1,圣女果,26,西红柿,24,葡萄-红,True,6.329444e-10,0.83936703,1.58207e-06,4.6466886e-07,3.7653595e-06,1.6843971e-06,3.7836314e-06,3.1706129e-09,6.5457826e-08,3.5669787e-09,1.845813e-07,8.353987e-07,0.00034431356,3.6035675e-05,2.1418762e-06,7.282791e-08,8.5650896e-07,8.116809e-05,1.9128714e-05,8.747743e-07,0.00064295303,3.979496e-05,1.3136889e-08,2.1131145e-06,0.012079717,3.940099e-06,0.14298324,0.004374178,1.8980062e-06,8.260287e-06
fruit30_split/val/圣女果/132.png,1,圣女果,26,西红柿,1,圣女果,20,草莓,True,1.5146789e-05,0.35574386,2.282927e-06,1.9002497e-05,0.00010378312,2.6904547e-05,8.736577e-06,6.658187e-06,6.557959e-05,4.3934352e-07,1.035774e-05,4.5287503e-05,0.00062152575,2.4890945e-05,0.00038830622,2.527053e-05,0.00025465598,9.216372e-06,1.202413e-05,6.107044e-05,0.0009687947,6.090584e-05,4.637802e-06,8.142018e-06,5.8650716e-05,0.0002846755,0.6407603,0.00039957944,2.689904e-06,6.6128896e-06
fruit30_split/val/圣女果/135.jpeg,1,圣女果,1,圣女果,26,西红柿,12,石榴,True,8.9168175e-09,0.58535737,5.092811e-07,2.590454e-07,9.825423e-06,4.225609e-07,3.2534288e-06,7.513563e-07,6.357724e-06,8.074482e-10,2.0178009e-08,6.509566e-08,0.0025953108,0.00021312966,8.066086e-08,9.016619e-07,3.2441926e-06,1.8208635e-08,2.609385e-05,6.073509e-05,1.8311849e-06,2.6485743e-05,3.2296578e-07,7.927696e-09,0.00010647301,1.8580957e-07,0.40967396,0.0019112448,1.1450196e-06,8.1577225e-09
fruit30_split/val/圣女果/138.jpeg,1,圣女果,1,圣女果,26,西红柿,16,芒果,True,1.7135307e-08,0.85494816,2.3616658e-06,2.9056605e-06,4.3542223e-05,4.1376684e-06,3.4778723e-06,3.8006299e-06,6.508728e-06,3.5719037e-08,3.650616e-08,1.4439485e-07,0.00038285943,4.8361588e-05,4.4763465e-07,1.6344059e-06,0.0022689956,6.145815e-07,7.180802e-05,4.2652013e-05,2.861326e-05,2.4619052e-05,1.484391e-07,8.8702145e-06,7.6000855e-05,2.5067143e-06,0.14090075,0.0011250408,2.4524473e-07,7.818637e-07
fruit30_split/val/圣女果/144.jpeg,1,圣女果,1,圣女果,26,西红柿,24,葡萄-红,True,1.1064339e-05,0.8537813,0.0012258297,0.00054844376,4.524812e-05,0.0007812923,0.0053527155,7.379723e-06,0.00055633986,2.1447481e-06,3.4308068e-06,0.00021138162,0.007346772,0.003995036,0.002160797,5.2161788e-05,6.253902e-05,5.7971993e-05,0.00011759471,2.394702e-05,0.00016690434,0.001457746,0.00013661261,0.00069354847,0.039189816,1.7244229e-05,0.07964418,0.002130276,2.694136e-05,0.00019318104
