batch,epoch,train_accuracy,train_loss
148.0,2.0,0.5625,1.4205741
149.0,2.0,0.75,1.3514631
150.0,2.0,0.75,1.1461034
151.0,2.0,0.6875,1.4904374
152.0,2.0,0.75,1.4654075
153.0,2.0,0.6875,1.3011825
154.0,2.0,0.5625,1.5245898
155.0,2.0,0.75,1.1002573
156.0,2.0,0.875,0.98121744
157.0,2.0,0.6875,1.2001649
158.0,2.0,0.5625,1.5275568
159.0,2.0,0.53125,1.5973605
160.0,2.0,0.8125,0.9812016
161.0,2.0,0.84375,1.1249553
162.0,2.0,0.6875,1.2967664
163.0,2.0,0.65625,1.2293473
164.0,2.0,0.8125,1.0201586
165.0,2.0,0.625,1.4210871
166.0,2.0,0.625,1.2862878
167.0,2.0,0.53125,1.6388221
168.0,2.0,0.65625,1.5147284
169.0,2.0,0.8125,1.1897982
170.0,2.0,0.71875,1.1555191
171.0,2.0,0.75,1.2041423
172.0,2.0,0.875,1.0604976
173.0,2.0,0.78125,1.2116349
174.0,2.0,0.75,1.1278567
175.0,2.0,0.71875,1.2045267
176.0,2.0,0.65625,1.3250574
177.0,2.0,0.6875,1.0694174
178.0,2.0,0.65625,1.0345583
179.0,2.0,0.5625,1.5880418
180.0,2.0,0.71875,1.1529589
181.0,2.0,0.71875,1.30495
182.0,2.0,0.71875,1.176243
183.0,2.0,0.65625,1.2547462
184.0,2.0,0.6875,1.4730467
185.0,2.0,0.875,1.1208717
186.0,2.0,0.8125,1.1171066
187.0,2.0,0.5625,1.4000679
188.0,2.0,0.6875,1.0578177
189.0,2.0,0.84375,0.90559417
190.0,2.0,0.65625,1.2525313
191.0,2.0,0.71875,1.2412329
192.0,2.0,0.75,1.0643164
193.0,2.0,0.75,1.3640802
194.0,2.0,0.625,1.1720022
195.0,2.0,0.875,0.8688724
196.0,2.0,0.8125,1.0096186
197.0,2.0,0.75,1.0822067
198.0,2.0,0.71875,1.2389594
199.0,2.0,0.71875,1.1078033
200.0,2.0,0.6875,1.1699528
201.0,2.0,0.71875,1.1114855
202.0,2.0,0.8125,0.90901136
203.0,2.0,0.78125,1.2075484
204.0,2.0,0.84375,0.820254
205.0,2.0,0.59375,1.4604731
206.0,2.0,0.8125,0.84657204
207.0,2.0,0.625,1.3171387
208.0,2.0,0.625,1.5194174
209.0,2.0,0.6875,1.2210382
210.0,2.0,0.75,1.0205039
211.0,2.0,0.71875,0.98262703
212.0,2.0,0.8125,0.95203096
213.0,2.0,0.625,1.2164056
214.0,2.0,0.75,1.1824918
215.0,2.0,0.625,1.5113541
216.0,2.0,0.8125,0.95855796
217.0,2.0,0.71875,1.0861529
218.0,2.0,0.65625,1.3007666
219.0,2.0,0.59375,1.2621418
220.0,2.0,0.71875,0.98765296
221.0,2.0,0.75,1.0027589
222.0,2.0,0.78125,0.9026994
223.0,2.0,0.65625,1.3688749
224.0,2.0,0.8125,0.9430342
225.0,2.0,0.75,0.98389465
226.0,2.0,0.625,1.0976456
227.0,2.0,0.65625,1.1704191
228.0,2.0,0.84375,0.84177524
229.0,2.0,0.71875,1.0122945
230.0,2.0,0.78125,0.9782077
231.0,2.0,0.71875,1.0017788
232.0,2.0,0.78125,1.0111097
233.0,2.0,0.6875,1.4076556
234.0,2.0,0.71875,0.95805204
235.0,2.0,0.875,0.70662606
236.0,2.0,0.78125,1.0312217
237.0,2.0,0.875,0.7711181
238.0,2.0,0.75,0.9692051
239.0,2.0,0.78125,1.0364562
240.0,2.0,0.84375,0.75641495
241.0,2.0,0.71875,0.90252304
242.0,2.0,0.875,0.71958876
243.0,2.0,0.71875,1.0129191
244.0,2.0,0.75,0.8955549
245.0,2.0,0.75,1.0000017
246.0,2.0,0.71875,0.9750799
247.0,2.0,0.78125,1.0534611
248.0,2.0,0.8125,0.87240356
249.0,2.0,0.625,1.0951753
250.0,2.0,0.84375,0.71018016
251.0,2.0,0.59375,1.3480802
252.0,2.0,0.8125,1.0484033
253.0,2.0,0.90625,0.65521616
254.0,2.0,0.75,1.0894895
255.0,2.0,0.6875,1.1328149
256.0,2.0,0.6875,1.13823
257.0,2.0,0.84375,0.75066
258.0,2.0,0.6875,1.0346214
259.0,2.0,0.625,1.2661995
260.0,2.0,0.75,0.9815445
261.0,2.0,0.6875,1.1011335
262.0,2.0,0.75,0.95448315
263.0,2.0,0.75,1.1422633
264.0,2.0,0.78125,0.9470088
265.0,2.0,0.6875,1.0875922
266.0,2.0,0.71875,0.8305499
267.0,2.0,0.75,0.8919174
268.0,2.0,0.75,1.0755873
269.0,2.0,0.75,1.0637814
270.0,2.0,0.75,1.0907395
271.0,2.0,0.65625,1.0915866
272.0,2.0,0.78125,1.0618732
273.0,2.0,0.84375,0.6826675
274.0,2.0,0.9130434782608695,0.74414486
275.0,3.0,0.8125,0.91629606
276.0,3.0,0.78125,0.86575663
277.0,3.0,0.75,0.98693347
278.0,3.0,0.65625,1.1898477
279.0,3.0,0.625,1.0943044
280.0,3.0,0.625,1.19207
281.0,3.0,0.75,0.9747236
282.0,3.0,0.8125,0.70531446
283.0,3.0,0.84375,0.7975218
284.0,3.0,0.8125,0.748363
285.0,3.0,0.875,0.82672143
286.0,3.0,0.6875,1.0051355
287.0,3.0,0.75,1.0300053
288.0,3.0,0.90625,0.6198387
289.0,3.0,0.90625,0.6427233
290.0,3.0,0.875,0.83341336
291.0,3.0,0.78125,0.8953898
292.0,3.0,0.78125,0.84663475
293.0,3.0,0.875,0.66344523
294.0,3.0,0.78125,0.9165249
295.0,3.0,0.8125,0.7256976
296.0,3.0,0.75,0.9586107
297.0,3.0,0.78125,1.0871961
298.0,3.0,0.8125,0.88078666
299.0,3.0,0.78125,0.864838
300.0,3.0,0.875,0.8174456
301.0,3.0,0.71875,0.8993561
302.0,3.0,0.875,0.6204848
303.0,3.0,0.8125,0.9849456
304.0,3.0,0.8125,0.89185005
305.0,3.0,0.78125,0.8681057
306.0,3.0,0.90625,0.84351104
307.0,3.0,0.625,1.1396587
308.0,3.0,0.96875,0.55100524
309.0,3.0,0.78125,0.98601526
310.0,3.0,0.84375,0.8348983
311.0,3.0,0.71875,0.9114694
312.0,3.0,0.9375,0.6861822
313.0,3.0,0.625,1.0972703
314.0,3.0,0.84375,0.7696261
315.0,3.0,0.75,1.0741124
316.0,3.0,0.75,0.9982383
317.0,3.0,0.78125,0.84322613
318.0,3.0,0.625,1.4424322
319.0,3.0,0.78125,0.9728234
320.0,3.0,0.78125,0.8384254
321.0,3.0,0.75,0.92315775
322.0,3.0,0.84375,0.7836799
323.0,3.0,0.84375,0.6754488
324.0,3.0,0.9375,0.7079876
325.0,3.0,0.875,0.69259274
326.0,3.0,0.8125,0.84765357
327.0,3.0,0.84375,0.6731944
328.0,3.0,0.75,0.9486351
329.0,3.0,0.6875,0.9641218
330.0,3.0,0.65625,1.1058291
331.0,3.0,0.6875,1.0378965
332.0,3.0,0.78125,0.80417395
333.0,3.0,0.75,0.97960097
334.0,3.0,0.78125,1.027881
335.0,3.0,0.75,0.9460245
336.0,3.0,0.75,0.89500546
337.0,3.0,0.84375,0.86319464
338.0,3.0,0.875,0.6126738
339.0,3.0,0.84375,0.75900185
340.0,3.0,0.875,0.8489226
341.0,3.0,0.78125,0.8486368
342.0,3.0,0.78125,0.9699224
343.0,3.0,0.84375,0.7921767
344.0,3.0,0.78125,0.8120806
345.0,3.0,0.75,0.87537336
346.0,3.0,0.6875,1.0119117
347.0,3.0,0.9375,0.6141339
348.0,3.0,0.71875,0.9383819
349.0,3.0,0.65625,1.2825416
350.0,3.0,0.75,1.056542
351.0,3.0,0.90625,0.70929646
352.0,3.0,0.8125,0.8295864
353.0,3.0,0.90625,0.4317345
354.0,3.0,0.8125,0.9565861
355.0,3.0,0.71875,0.99714845
356.0,3.0,0.75,0.93500465
357.0,3.0,0.875,0.5683023
358.0,3.0,0.71875,1.1104251
359.0,3.0,0.78125,0.94252706
360.0,3.0,0.875,0.73746186
361.0,3.0,0.6875,1.0856558
362.0,3.0,0.75,0.9217334
363.0,3.0,0.75,1.0666703
364.0,3.0,0.71875,1.1240087
365.0,3.0,0.625,1.1290054
366.0,3.0,0.78125,0.8103987
367.0,3.0,0.84375,0.7129108
368.0,3.0,0.84375,0.74517876
369.0,3.0,0.75,0.98772883
370.0,3.0,0.75,1.0508902
371.0,3.0,0.875,0.6823015
372.0,3.0,0.71875,0.8424509
373.0,3.0,0.84375,0.7854323
374.0,3.0,0.8125,0.94479007
375.0,3.0,0.78125,0.90228486
376.0,3.0,0.6875,0.92326444
377.0,3.0,0.875,0.7638223
378.0,3.0,0.9375,0.48597392
379.0,3.0,0.625,1.167295
380.0,3.0,0.75,0.7779232
381.0,3.0,0.8125,0.88955384
382.0,3.0,0.75,1.0708739
383.0,3.0,0.8125,0.8247523
384.0,3.0,0.625,1.202793
385.0,3.0,0.8125,0.9157749
386.0,3.0,0.84375,0.6622632
387.0,3.0,0.8125,0.69599885
388.0,3.0,0.8125,0.80243385
389.0,3.0,0.84375,0.7635132
390.0,3.0,0.71875,1.0998026
391.0,3.0,0.78125,0.8918602
392.0,3.0,0.71875,0.96262705
393.0,3.0,0.78125,0.74897337
394.0,3.0,0.71875,0.86920303
395.0,3.0,0.71875,0.8446378
396.0,3.0,0.875,0.75264907
397.0,3.0,0.71875,1.136276
398.0,3.0,0.59375,1.1283678
399.0,3.0,0.53125,1.1075352
400.0,3.0,0.75,0.83829546
401.0,3.0,0.6875,1.0448395
402.0,3.0,0.75,0.8773244
403.0,3.0,0.75,0.6971556
404.0,3.0,0.78125,0.89486337
405.0,3.0,0.75,0.6655508
406.0,3.0,0.78125,0.87423915
407.0,3.0,0.75,0.7382896
408.0,3.0,0.6875,1.0959557
409.0,3.0,0.75,0.71911836
410.0,3.0,0.71875,0.9134517
411.0,3.0,0.782608695652174,0.8299395
412.0,4.0,0.71875,0.967837
413.0,4.0,0.78125,0.8575193
414.0,4.0,0.8125,0.8358874
415.0,4.0,0.78125,0.8519061
416.0,4.0,0.78125,0.89117146
417.0,4.0,0.96875,0.44583848
418.0,4.0,0.71875,0.91177785
419.0,4.0,0.875,0.68294644
420.0,4.0,0.75,1.0087816
421.0,4.0,0.75,0.85010856
422.0,4.0,0.78125,0.7341253
423.0,4.0,0.875,0.65994114
424.0,4.0,0.71875,0.9750818
425.0,4.0,0.75,0.8985602
426.0,4.0,0.8125,0.65513676
427.0,4.0,0.84375,0.6784502
428.0,4.0,0.78125,0.79672927
429.0,4.0,0.75,0.9727002
430.0,4.0,0.84375,0.6929122
431.0,4.0,0.75,0.74732053
432.0,4.0,0.84375,0.68729264
433.0,4.0,0.875,0.60223275
434.0,4.0,0.8125,0.8525779
435.0,4.0,0.875,0.6780651
436.0,4.0,0.84375,0.7969853
437.0,4.0,0.84375,0.60326725
438.0,4.0,0.75,0.85924184
439.0,4.0,0.71875,0.8264431
440.0,4.0,0.6875,1.0332785
441.0,4.0,0.9375,0.53753567
442.0,4.0,0.8125,0.6749672
443.0,4.0,0.84375,0.7956422
444.0,4.0,0.625,0.97762513
445.0,4.0,0.78125,0.8125656
446.0,4.0,0.78125,0.7048862
447.0,4.0,0.625,1.0435705
448.0,4.0,0.875,0.4999301
449.0,4.0,0.75,0.85282314
450.0,4.0,0.84375,0.74230283
451.0,4.0,0.75,0.8275587
452.0,4.0,0.8125,0.7603887
453.0,4.0,0.75,0.79441863
454.0,4.0,0.84375,0.58674276
455.0,4.0,0.84375,0.56771666
456.0,4.0,0.875,0.70889294
457.0,4.0,0.65625,1.3339186
458.0,4.0,0.9375,0.5186516
459.0,4.0,0.875,0.5039675
460.0,4.0,0.8125,0.96371305
461.0,4.0,0.71875,1.0298462
462.0,4.0,0.75,0.7107341
463.0,4.0,0.90625,0.47274268
464.0,4.0,0.78125,0.76907307
465.0,4.0,0.78125,0.8990189
466.0,4.0,0.78125,0.9810377
467.0,4.0,0.65625,1.074698
468.0,4.0,0.84375,0.743114
469.0,4.0,0.71875,0.5535874
470.0,4.0,0.6875,0.9167471
471.0,4.0,0.78125,0.70336133
472.0,4.0,0.875,0.5482982
473.0,4.0,0.6875,1.0038534
474.0,4.0,0.75,0.74379855
475.0,4.0,0.84375,0.66887057
476.0,4.0,0.84375,0.7305899
477.0,4.0,0.65625,0.9694454
478.0,4.0,0.9375,0.5887397
479.0,4.0,0.84375,0.5935291
480.0,4.0,0.8125,0.9689807
481.0,4.0,0.875,0.56799895
482.0,4.0,0.84375,0.7669791
483.0,4.0,0.78125,0.8239895
484.0,4.0,0.9375,0.56179845
485.0,4.0,0.8125,0.69399524
486.0,4.0,0.78125,0.7876014
487.0,4.0,0.8125,0.7619947
488.0,4.0,0.8125,0.6447356
489.0,4.0,0.625,1.0266649
490.0,4.0,0.6875,0.96342975
491.0,4.0,0.8125,0.73887694
492.0,4.0,0.75,0.8169168
493.0,4.0,0.96875,0.37688306
494.0,4.0,0.84375,0.60997295
495.0,4.0,0.84375,0.76605177
496.0,4.0,0.78125,0.8428062
497.0,4.0,0.78125,0.7688179
498.0,4.0,0.75,1.1537365
499.0,4.0,0.75,0.8930548
500.0,4.0,0.78125,0.7178142
501.0,4.0,0.875,0.733927
502.0,4.0,0.875,0.7634206
503.0,4.0,0.84375,0.44156206
504.0,4.0,0.8125,0.7642781
505.0,4.0,0.84375,0.7675719
506.0,4.0,0.71875,0.97415054
507.0,4.0,0.75,0.6800833
508.0,4.0,0.8125,0.7412508
509.0,4.0,0.75,0.95644844
510.0,4.0,0.875,0.574499
511.0,4.0,0.75,0.7952009
512.0,4.0,0.8125,0.77365035
513.0,4.0,0.71875,0.87411165
514.0,4.0,0.84375,0.6766084
515.0,4.0,0.84375,0.6571328
516.0,4.0,0.75,0.7096685
517.0,4.0,0.78125,0.7083754
518.0,4.0,0.8125,0.98856896
519.0,4.0,0.78125,0.64765495
520.0,4.0,0.90625,0.42852882
521.0,4.0,0.75,0.8437911
522.0,4.0,0.84375,0.7302099
523.0,4.0,0.78125,1.0998641
524.0,4.0,0.9375,0.5586737
525.0,4.0,0.875,0.48969677
526.0,4.0,0.84375,0.552474
527.0,4.0,0.84375,0.7030332
528.0,4.0,0.75,0.906953
529.0,4.0,0.875,0.54262096
530.0,4.0,0.6875,0.9419287
531.0,4.0,0.90625,0.41899326
532.0,4.0,0.75,0.68945694
533.0,4.0,0.9375,0.37107342
534.0,4.0,0.875,0.4925237
535.0,4.0,0.78125,0.87389344
536.0,4.0,0.6875,0.88407236
537.0,4.0,0.875,0.57750463
538.0,4.0,0.90625,0.7173142
539.0,4.0,0.78125,0.73749566
540.0,4.0,0.71875,0.8432135
541.0,4.0,0.875,0.531481
542.0,4.0,0.84375,0.8947066
543.0,4.0,0.71875,0.8006757
544.0,4.0,0.71875,0.78675187
545.0,4.0,0.75,1.0797044
546.0,4.0,0.75,0.9176431
547.0,4.0,0.84375,0.59329575
548.0,4.0,0.6956521739130435,1.0600494
549.0,5.0,0.875,0.53356373
550.0,5.0,0.78125,0.75115144
551.0,5.0,0.625,1.0026056
552.0,5.0,0.8125,0.7720294
553.0,5.0,0.71875,0.8269023
554.0,5.0,0.90625,0.5449392
555.0,5.0,0.875,0.48715067
556.0,5.0,0.90625,0.61068416
557.0,5.0,0.75,0.7702246
558.0,5.0,0.875,0.55940753
559.0,5.0,0.875,0.6155651
560.0,5.0,0.875,0.4703617
561.0,5.0,0.78125,0.69721454
562.0,5.0,0.78125,0.67668283
563.0,5.0,0.6875,0.9059428
564.0,5.0,0.78125,0.6930162
565.0,5.0,0.6875,1.0647922
566.0,5.0,0.875,0.7155084
567.0,5.0,0.78125,0.6483502
568.0,5.0,0.8125,0.8442535
569.0,5.0,0.875,0.49778315
570.0,5.0,0.8125,0.5853765
571.0,5.0,0.84375,0.57263756
572.0,5.0,0.875,0.5525334
573.0,5.0,0.6875,1.0886668
574.0,5.0,0.8125,0.6651342
575.0,5.0,0.84375,0.5343486
576.0,5.0,0.78125,0.696652
577.0,5.0,0.71875,0.7196011
578.0,5.0,0.84375,0.587644
579.0,5.0,0.65625,0.8443096
580.0,5.0,0.8125,0.6688329
581.0,5.0,0.8125,0.48201305
582.0,5.0,0.8125,0.79148346
583.0,5.0,0.6875,0.98427194
584.0,5.0,0.90625,0.48987103
585.0,5.0,0.875,0.51956075
586.0,5.0,0.90625,0.49543345
587.0,5.0,0.875,0.522186
588.0,5.0,0.90625,0.44564003
589.0,5.0,0.78125,0.60244197
590.0,5.0,0.8125,0.44757682
591.0,5.0,0.6875,0.75628215
592.0,5.0,0.8125,0.9405957
593.0,5.0,0.84375,0.58163786
594.0,5.0,0.84375,0.7360954
595.0,5.0,0.75,0.6883995
596.0,5.0,0.8125,0.82402474
597.0,5.0,0.625,1.0594169
598.0,5.0,0.75,0.74335736
599.0,5.0,0.84375,0.67851704
600.0,5.0,0.6875,0.98690844
601.0,5.0,0.78125,0.90652585
602.0,5.0,0.75,0.8469636
603.0,5.0,0.71875,1.0335573
604.0,5.0,0.90625,0.5466473
605.0,5.0,0.6875,0.87346494
606.0,5.0,0.84375,0.6514658
607.0,5.0,0.8125,0.59524906
608.0,5.0,0.75,0.9362082
609.0,5.0,0.84375,0.7852922
610.0,5.0,0.875,0.49314645
611.0,5.0,0.71875,0.84673625
612.0,5.0,0.8125,0.7841226
613.0,5.0,0.84375,0.675286
614.0,5.0,0.8125,0.6506905
615.0,5.0,0.71875,0.94216055
616.0,5.0,0.78125,0.7437826
617.0,5.0,0.8125,0.5249586
618.0,5.0,0.8125,0.9812145
619.0,5.0,0.6875,1.1856004
620.0,5.0,0.84375,0.608268
621.0,5.0,0.90625,0.60164803
622.0,5.0,0.75,0.8687223
623.0,5.0,0.90625,0.60519487
624.0,5.0,0.78125,0.8818853
625.0,5.0,0.6875,0.9543743
626.0,5.0,0.84375,0.48971722
627.0,5.0,0.71875,0.92349184
628.0,5.0,0.84375,0.49034363
629.0,5.0,0.6875,0.7710003
630.0,5.0,0.8125,0.7494729
631.0,5.0,0.9375,0.3895146
632.0,5.0,0.8125,0.67533356
633.0,5.0,0.65625,1.0440409
634.0,5.0,0.78125,0.7971412
635.0,5.0,0.75,0.6418701
636.0,5.0,0.875,0.60184056
637.0,5.0,0.8125,0.6765077
638.0,5.0,0.78125,0.6739217
639.0,5.0,0.875,0.5340521
640.0,5.0,0.96875,0.30907208
641.0,5.0,0.90625,0.40957254
642.0,5.0,0.75,0.8479189
643.0,5.0,0.8125,0.6389823
644.0,5.0,0.71875,0.6615969
645.0,5.0,0.8125,0.6801982
646.0,5.0,0.75,0.8477477
647.0,5.0,0.875,0.76240647
648.0,5.0,0.84375,0.64435345
649.0,5.0,0.6875,0.7410127
650.0,5.0,0.78125,0.9750356
651.0,5.0,0.5625,1.2943339
652.0,5.0,0.875,0.5114556
653.0,5.0,0.71875,0.8068208
654.0,5.0,0.8125,0.73864496
655.0,5.0,0.8125,0.6903185
656.0,5.0,0.875,0.5494611
657.0,5.0,0.8125,0.6441174
658.0,5.0,0.78125,0.677052
659.0,5.0,0.875,0.4991956
660.0,5.0,0.8125,0.7796556
661.0,5.0,0.75,0.76600134
662.0,5.0,0.84375,0.51496285
663.0,5.0,0.8125,0.88733757
664.0,5.0,0.59375,1.1472087
665.0,5.0,0.8125,0.5885344
666.0,5.0,0.875,0.65211755
667.0,5.0,0.78125,0.9520009
668.0,5.0,0.8125,0.8520256
669.0,5.0,0.78125,0.7456131
670.0,5.0,0.75,0.81624496
671.0,5.0,0.8125,0.474809
672.0,5.0,0.84375,0.6135875
673.0,5.0,0.78125,0.8304004
674.0,5.0,0.71875,0.6229616
675.0,5.0,0.84375,0.47124168
676.0,5.0,0.75,0.79311556
677.0,5.0,0.78125,0.6965577
678.0,5.0,0.84375,0.66916823
679.0,5.0,0.78125,0.8059954
680.0,5.0,0.78125,0.67313147
681.0,5.0,0.8125,0.59587795
682.0,5.0,0.75,0.86708885
683.0,5.0,0.78125,1.0007174
684.0,5.0,0.9375,0.4037928
685.0,5.0,0.7391304347826086,0.94600725
686.0,6.0,0.8125,0.818762
687.0,6.0,0.875,0.53838533
688.0,6.0,0.78125,0.83066076
689.0,6.0,0.75,0.71371454
690.0,6.0,0.875,0.5905547
691.0,6.0,0.78125,0.51530737
692.0,6.0,0.78125,0.7606853
693.0,6.0,0.8125,0.6245399
694.0,6.0,0.75,0.7703239
695.0,6.0,0.71875,0.6825992
696.0,6.0,0.9375,0.41404995
697.0,6.0,0.875,0.51502013
698.0,6.0,0.78125,0.66968817
699.0,6.0,0.75,0.7802177
700.0,6.0,0.65625,1.0836561
701.0,6.0,0.90625,0.3938668
702.0,6.0,0.90625,0.4060069
703.0,6.0,0.78125,0.75758076
704.0,6.0,0.84375,0.6134382
705.0,6.0,0.8125,0.72565573
706.0,6.0,0.8125,0.67327803
707.0,6.0,0.8125,0.76391387
708.0,6.0,0.78125,0.79812336
709.0,6.0,0.71875,0.9171101
710.0,6.0,0.84375,0.6533021
711.0,6.0,0.78125,0.6528007
712.0,6.0,0.875,0.6824411
713.0,6.0,0.8125,0.57781696
714.0,6.0,0.90625,0.4497089
715.0,6.0,0.96875,0.28400233
716.0,6.0,0.78125,0.7797123
717.0,6.0,0.84375,0.6277729
718.0,6.0,0.875,0.51635045
719.0,6.0,0.75,0.82175547
720.0,6.0,0.84375,0.71749413
721.0,6.0,0.875,0.4906047
722.0,6.0,0.75,0.90294766
723.0,6.0,0.96875,0.24845128
724.0,6.0,0.875,0.43646038
725.0,6.0,0.78125,0.6983
726.0,6.0,0.71875,0.83907443
727.0,6.0,0.78125,0.60173494
728.0,6.0,0.8125,0.7199183
729.0,6.0,0.8125,0.9364491
730.0,6.0,0.875,0.5647739
731.0,6.0,0.8125,0.7563333
732.0,6.0,0.9375,0.49620473
733.0,6.0,0.8125,0.77005404
734.0,6.0,0.84375,0.6347996
735.0,6.0,0.84375,0.57978594
736.0,6.0,0.8125,0.70556307
737.0,6.0,0.875,0.4652153
738.0,6.0,0.875,0.42949212
739.0,6.0,0.90625,0.5086553
740.0,6.0,0.90625,0.5033802
741.0,6.0,0.84375,0.5756288
742.0,6.0,0.84375,0.6728313
743.0,6.0,0.78125,0.6514384
744.0,6.0,0.96875,0.36043176
745.0,6.0,0.90625,0.4214191
746.0,6.0,0.875,0.54763275
747.0,6.0,0.75,0.8289517
