X,Y,标注类别名称,预测类别,图像路径
-5.5456247,10.236088,山竹,荔枝,fruit30_split/val/山竹/91.jpeg
-45.22405,1.8784133,杨梅,荔枝,fruit30_split/val/杨梅/102.jpg
-32.244934,19.28629,杨梅,砂糖橘,fruit30_split/val/杨梅/119.jpeg
-37.08898,-0.93166596,杨梅,杨梅,fruit30_split/val/杨梅/127.jpg
-42.735,-0.22512224,杨梅,杨梅,fruit30_split/val/杨梅/131.jpg
-8.105023,-42.419613,杨梅,西瓜,fruit30_split/val/杨梅/138.jpg
-42.86532,-2.8491411,杨梅,杨梅,fruit30_split/val/杨梅/155.jpg
-44.295197,4.6721654,杨梅,杨梅,fruit30_split/val/杨梅/159.jpg
-12.440514,34.54772,杨梅,杨梅,fruit30_split/val/杨梅/16.jpg
-44.89393,-1.8178146,杨梅,杨梅,fruit30_split/val/杨梅/167.jpeg
-45.199112,5.636895,杨梅,杨梅,fruit30_split/val/杨梅/170.jpg
-47.69968,0.46006584,杨梅,杨梅,fruit30_split/val/杨梅/175.jpg
-36.882168,-17.88695,杨梅,杨梅,fruit30_split/val/杨梅/178.jpg
-39.78214,-1.8060123,杨梅,杨梅,fruit30_split/val/杨梅/183.jpg
-41.89684,-1.796178,杨梅,杨梅,fruit30_split/val/杨梅/186.jpg
-41.293835,-0.64489746,杨梅,杨梅,fruit30_split/val/杨梅/19.jpg
-34.930115,-13.085742,杨梅,荔枝,fruit30_split/val/杨梅/191.jpg
-40.200848,0.49124414,杨梅,杨梅,fruit30_split/val/杨梅/193.png
-41.1787,1.6856247,杨梅,杨梅,fruit30_split/val/杨梅/195.jpg
-38.57251,-16.573648,杨梅,草莓,fruit30_split/val/杨梅/196.jpg
-44.241135,4.846501,杨梅,杨梅,fruit30_split/val/杨梅/200.jpg
-43.552925,2.1124375,杨梅,杨梅,fruit30_split/val/杨梅/25.jpg
-40.97275,-1.0371274,杨梅,杨梅,fruit30_split/val/杨梅/26.jpg
-49.767117,2.245532,杨梅,杨梅,fruit30_split/val/杨梅/27.jpg
-43.76874,-1.5700688,杨梅,杨梅,fruit30_split/val/杨梅/36.jpg
-35.72249,-1.2867993,杨梅,荔枝,fruit30_split/val/杨梅/46.jpg
-46.44225,0.44036192,杨梅,杨梅,fruit30_split/val/杨梅/47.jpg
-44.81319,-0.047751773,杨梅,杨梅,fruit30_split/val/杨梅/5.jpg
-44.433468,-0.039991636,杨梅,杨梅,fruit30_split/val/杨梅/50.jpg
-39.69743,3.09366,杨梅,杨梅,fruit30_split/val/杨梅/62.jpg
-42.09974,1.3832855,杨梅,杨梅,fruit30_split/val/杨梅/71.jpg
-43.272484,3.4029744,杨梅,杨梅,fruit30_split/val/杨梅/75.jpg
-43.607674,1.9351118,杨梅,杨梅,fruit30_split/val/杨梅/81.jpeg
-37.616905,-3.6744323,杨梅,杨梅,fruit30_split/val/杨梅/85.jpg
-49.279247,2.0357223,杨梅,杨梅,fruit30_split/val/杨梅/86.jpg
-46.987556,-1.5512178,杨梅,杨梅,fruit30_split/val/杨梅/9.jpg
-41.764973,3.000329,杨梅,杨梅,fruit30_split/val/杨梅/90.jpg
-46.310028,4.2621946,杨梅,杨梅,fruit30_split/val/杨梅/95.png
24.883522,-0.22951508,柚子,柚子,fruit30_split/val/柚子/113.jpg
13.692812,-2.1459649,柚子,柠檬,fruit30_split/val/柚子/114.jpg
23.418915,-26.35574,柚子,桂圆,fruit30_split/val/柚子/119.jpg
-20.185398,-12.76661,柚子,梨,fruit30_split/val/柚子/132.jpg
34.194347,-6.0535903,柚子,柚子,fruit30_split/val/柚子/136.jpg
25.394693,3.423503,柚子,柚子,fruit30_split/val/柚子/137.jpg
-15.534392,-19.243128,柚子,柚子,fruit30_split/val/柚子/150.jpg
23.732037,-11.327135,柚子,柚子,fruit30_split/val/柚子/151.jpg
15.263636,0.13561992,柚子,柚子,fruit30_split/val/柚子/154.jpg
19.576805,-5.7867517,柚子,柚子,fruit30_split/val/柚子/156.jpeg
26.843157,5.1147957,柚子,柚子,fruit30_split/val/柚子/16.jpg
7.766211,10.231334,柚子,柚子,fruit30_split/val/柚子/165.jpeg
31.669453,-0.10079367,柚子,柚子,fruit30_split/val/柚子/169.jpg
30.5895,-1.5526901,柚子,柚子,fruit30_split/val/柚子/171.jpg
8.623845,-4.1963634,柚子,柚子,fruit30_split/val/柚子/175.jpg
12.608141,-2.6026416,柚子,柚子,fruit30_split/val/柚子/177.jpg
10.560542,0.65677756,柚子,柚子,fruit30_split/val/柚子/181.jpg
30.903524,-13.372193,柚子,哈密瓜,fruit30_split/val/柚子/183.jpg
-12.860001,-8.5889635,柚子,苹果-青,fruit30_split/val/柚子/191.png
20.484993,1.4293392,柚子,柚子,fruit30_split/val/柚子/193.jpg
24.135447,2.9206998,柚子,柚子,fruit30_split/val/柚子/197.jpeg
11.4669,-1.2859483,柚子,柚子,fruit30_split/val/柚子/21.jpeg
-16.621574,-18.028833,柚子,柠檬,fruit30_split/val/柚子/26.jpg
23.514723,2.3896043,柚子,梨,fruit30_split/val/柚子/30.jpg
-20.541367,-13.365105,柚子,柚子,fruit30_split/val/柚子/31.jpg
32.72841,-0.971141,柚子,柚子,fruit30_split/val/柚子/49.jpg
28.844425,4.8808484,柚子,柚子,fruit30_split/val/柚子/52.jpg
24.420477,-1.7905673,柚子,柚子,fruit30_split/val/柚子/53.jpg
21.971426,1.7937427,柚子,柚子,fruit30_split/val/柚子/56.jpg
33.105988,-2.60192,柚子,柚子,fruit30_split/val/柚子/62.jpg
31.319641,-2.5154276,柚子,柚子,fruit30_split/val/柚子/66.png
34.245796,-3.2487679,柚子,柚子,fruit30_split/val/柚子/7.jpg
34.147694,-5.5650086,柚子,柚子,fruit30_split/val/柚子/8.jpg
18.164158,10.89925,柚子,苹果-青,fruit30_split/val/柚子/81.jpg
29.353685,4.971016,柚子,梨,fruit30_split/val/柚子/86.jpg
44.962612,-1.4950249,柚子,柚子,fruit30_split/val/柚子/89.jpg
32.41404,-2.5743783,柚子,柚子,fruit30_split/val/柚子/96.jpg
13.630607,2.2992065,柠檬,柠檬,fruit30_split/val/柠檬/104.jpeg
21.579561,2.8361619,柠檬,柚子,fruit30_split/val/柠檬/106.jpg
16.106209,-9.676932,柠檬,脐橙,fruit30_split/val/柠檬/11.jpg
-0.7171769,-9.728673,柠檬,柠檬,fruit30_split/val/柠檬/12.jpg
-12.584216,-6.9157796,柠檬,柠檬,fruit30_split/val/柠檬/129.jpeg
15.522126,6.7575393,柠檬,柠檬,fruit30_split/val/柠檬/132.jpg
15.397978,4.542556,柠檬,柠檬,fruit30_split/val/柠檬/142.jpg
14.226381,7.8845286,柠檬,柠檬,fruit30_split/val/柠檬/144.jpg
19.84422,-26.722689,柠檬,黄瓜,fruit30_split/val/柠檬/145.jpg
19.619259,-29.778093,柠檬,柠檬,fruit30_split/val/柠檬/146.jpg
15.520308,-3.8555865,柠檬,柠檬,fruit30_split/val/柠檬/15.jpg
17.637144,15.710387,柠檬,苹果-青,fruit30_split/val/柠檬/152.jpg
18.725864,-4.3263283,柠檬,柠檬,fruit30_split/val/柠檬/160.jpg
13.375502,0.19321224,柠檬,柠檬,fruit30_split/val/柠檬/166.jpg
14.70573,-1.4222696,柠檬,柠檬,fruit30_split/val/柠檬/173.jpg
16.800465,-5.974491,柠檬,柠檬,fruit30_split/val/柠檬/186.jpeg
-21.845684,-24.288116,柠檬,柠檬,fruit30_split/val/柠檬/190.jpeg
12.870615,1.8036177,柠檬,柠檬,fruit30_split/val/柠檬/36.jpg
15.929225,-5.7706814,柠檬,柠檬,fruit30_split/val/柠檬/37.jpg
16.35641,-3.957721,柠檬,柠檬,fruit30_split/val/柠檬/4.jpg
33.5131,-9.902575,柠檬,柠檬,fruit30_split/val/柠檬/41.jpg
18.543226,-1.9379913,柠檬,柠檬,fruit30_split/val/柠檬/46.jpg
12.839128,-1.2547528,柠檬,柠檬,fruit30_split/val/柠檬/66.jpeg
14.9416685,-3.101545,柠檬,柠檬,fruit30_split/val/柠檬/80.jpg
17.261663,-1.6630656,柠檬,柠檬,fruit30_split/val/柠檬/82.jpg
15.370266,2.3322344,柠檬,柠檬,fruit30_split/val/柠檬/87.jpg
13.726295,0.81805176,柠檬,柠檬,fruit30_split/val/柠檬/91.jpg
15.498939,10.525749,柠檬,柠檬,fruit30_split/val/柠檬/93.jpg
-15.957003,-9.166052,柠檬,葡萄-白,fruit30_split/val/柠檬/98.jpg
2.7826893,-16.202667,桂圆,桂圆,fruit30_split/val/桂圆/101.jpg
2.8170815,-6.5562134,桂圆,桂圆,fruit30_split/val/桂圆/102.jpg
-27.982992,-19.19135,桂圆,桂圆,fruit30_split/val/桂圆/109.jpg
2.7876568,-11.941434,桂圆,桂圆,fruit30_split/val/桂圆/122.jpg
3.7028615,-14.22865,桂圆,桂圆,fruit30_split/val/桂圆/135.jpg
2.447467,-10.295931,桂圆,桂圆,fruit30_split/val/桂圆/138.jpg
1.0495586,-13.488557,桂圆,桂圆,fruit30_split/val/桂圆/144.jpg
2.5397863,-14.413983,桂圆,桂圆,fruit30_split/val/桂圆/145.jpeg
3.400624,-12.650509,桂圆,桂圆,fruit30_split/val/桂圆/151.jpg
-1.8470503,-8.859515,桂圆,桂圆,fruit30_split/val/桂圆/152.jpg
6.1049247,-15.210608,桂圆,桂圆,fruit30_split/val/桂圆/157.jpg
7.2830615,-13.444227,桂圆,桂圆,fruit30_split/val/桂圆/168.jpeg
-24.622618,-17.287487,桂圆,桂圆,fruit30_split/val/桂圆/17.jpg
2.7896438,-6.562382,桂圆,桂圆,fruit30_split/val/桂圆/178.jpg
-26.395126,-19.545692,桂圆,桂圆,fruit30_split/val/桂圆/184.jpg
-28.372284,-21.057903,桂圆,桂圆,fruit30_split/val/桂圆/185.jpg
-0.12759767,-5.437939,桂圆,桂圆,fruit30_split/val/桂圆/187.jpeg
-25.713692,-20.217308,桂圆,桂圆,fruit30_split/val/桂圆/191.jpg
9.379323,-17.33144,桂圆,桂圆,fruit30_split/val/桂圆/193.jpg
-26.043592,-18.502638,桂圆,桂圆,fruit30_split/val/桂圆/2.jpg
2.1498976,-10.736462,桂圆,桂圆,fruit30_split/val/桂圆/22.jpeg
5.2619586,-13.912198,桂圆,桂圆,fruit30_split/val/桂圆/26.png
-26.933924,-20.439632,桂圆,桂圆,fruit30_split/val/桂圆/29.jpg
5.72785,-11.3636675,桂圆,桂圆,fruit30_split/val/桂圆/35.jpg
-21.45767,-20.966896,桂圆,桂圆,fruit30_split/val/桂圆/4.jpg
5.6751537,-13.651416,桂圆,桂圆,fruit30_split/val/桂圆/42.jpg
5.1362786,-12.355051,桂圆,桂圆,fruit30_split/val/桂圆/48.jpg
9.408487,-14.127376,桂圆,桂圆,fruit30_split/val/桂圆/49.jpg
10.284229,-17.348003,桂圆,桂圆,fruit30_split/val/桂圆/52.jpg
4.626051,-15.068718,桂圆,桂圆,fruit30_split/val/桂圆/60.jpg
7.6272464,-12.870387,桂圆,桂圆,fruit30_split/val/桂圆/66.jpg
-27.160624,-22.367765,桂圆,桂圆,fruit30_split/val/桂圆/73.jpg
-24.857975,-19.255592,桂圆,桂圆,fruit30_split/val/桂圆/79.jpg
22.15607,-4.286912,桂圆,桂圆,fruit30_split/val/桂圆/82.jpg
8.628074,-14.080069,桂圆,桂圆,fruit30_split/val/桂圆/87.jpeg
3.7432084,-15.345305,桂圆,桂圆,fruit30_split/val/桂圆/88.jpeg
-23.362402,-19.158604,桂圆,桂圆,fruit30_split/val/桂圆/90.jpeg
-26.11084,-21.490643,桂圆,桂圆,fruit30_split/val/桂圆/99.jpg
23.210554,13.837704,梨,苹果-青,fruit30_split/val/梨/1.jpg
22.283842,12.2945,梨,梨,fruit30_split/val/梨/11.jpg
34.099483,11.485787,梨,梨,fruit30_split/val/梨/112.jpg
29.256737,10.994215,梨,梨,fruit30_split/val/梨/114.jpg
24.409975,9.174983,梨,梨,fruit30_split/val/梨/116.jpg
-1.2851804,-14.419843,梨,梨,fruit30_split/val/梨/119.jpg
22.813383,7.049229,梨,梨,fruit30_split/val/梨/12.jpg
21.283434,8.147603,梨,梨,fruit30_split/val/梨/127.jpg
21.101564,9.396856,梨,梨,fruit30_split/val/梨/132.jpg
23.45999,8.434094,梨,梨,fruit30_split/val/梨/133.jpg
21.319532,9.811082,梨,梨,fruit30_split/val/梨/135.jpg
32.99577,10.519993,梨,梨,fruit30_split/val/梨/138.jpg
-9.289882,-3.91206,梨,葡萄-红,fruit30_split/val/梨/150.jpg
23.79859,13.387662,梨,苹果-青,fruit30_split/val/梨/170.jpg
-15.350476,-16.182543,梨,梨,fruit30_split/val/梨/174.jpeg
27.62218,8.452501,梨,梨,fruit30_split/val/梨/186.jpg
-10.948658,-6.978692,梨,梨,fruit30_split/val/梨/19.jpg
-16.547075,-15.604779,梨,梨,fruit30_split/val/梨/190.jpg
-12.45909,-14.098739,梨,梨,fruit30_split/val/梨/197.jpg
27.62126,8.4496565,梨,梨,fruit30_split/val/梨/199.jpg
-11.255088,-10.412743,梨,苹果-青,fruit30_split/val/梨/22.jpg
-4.1721373,-20.697506,梨,梨,fruit30_split/val/梨/23.jpg
27.344585,13.571153,梨,梨,fruit30_split/val/梨/27.jpg
25.091366,10.951945,梨,梨,fruit30_split/val/梨/28.jpg
19.542755,7.1817927,梨,梨,fruit30_split/val/梨/34.jpg
-4.701214,-23.208841,梨,苹果-红,fruit30_split/val/梨/43.jpg
32.55043,11.07547,梨,梨,fruit30_split/val/梨/54.jpeg
22.126842,6.936014,梨,梨,fruit30_split/val/梨/55.jpg
-15.696494,-17.106068,梨,梨,fruit30_split/val/梨/68.jpg
32.567165,13.382075,梨,梨,fruit30_split/val/梨/69.jpg
-18.574734,-15.802404,梨,梨,fruit30_split/val/梨/73.jpg
8.508299,7.439336,梨,猕猴桃,fruit30_split/val/梨/76.jpg
24.807781,6.9608693,梨,石榴,fruit30_split/val/梨/77.jpg
17.958097,6.4138465,梨,梨,fruit30_split/val/梨/82.jpg
-17.64961,-15.048783,梨,梨,fruit30_split/val/梨/85.jpg
7.0546603,-16.622011,梨,桂圆,fruit30_split/val/梨/87.jpg
26.59631,9.606405,梨,梨,fruit30_split/val/梨/92.jpg
29.726402,12.852544,椰子,椰子,fruit30_split/val/椰子/102.jpg
33.97912,9.378784,椰子,椰子,fruit30_split/val/椰子/104.jpg
21.314959,5.0725613,椰子,椰子,fruit30_split/val/椰子/105.jpg
-13.126555,-23.995722,椰子,椰子,fruit30_split/val/椰子/107.jpeg
49.483345,-22.65596,椰子,椰子,fruit30_split/val/椰子/12.jpg
29.970764,9.695228,椰子,椰子,fruit30_split/val/椰子/128.jpg
5.700193,-25.17338,椰子,椰子,fruit30_split/val/椰子/133.jpg
-8.935883,-34.614006,椰子,椰子,fruit30_split/val/椰子/136.jpg
49.76124,-16.53332,椰子,椰子,fruit30_split/val/椰子/142.jpg
6.2872424,-27.089157,椰子,桂圆,fruit30_split/val/椰子/163.jpg
-8.888253,-11.974989,椰子,椰子,fruit30_split/val/椰子/165.jpg
47.31018,-19.565723,椰子,椰子,fruit30_split/val/椰子/17.jpeg
48.64323,-21.117455,椰子,椰子,fruit30_split/val/椰子/170.jpg
48.255894,-20.876902,椰子,椰子,fruit30_split/val/椰子/175.jpg
50.376865,-15.416376,椰子,椰子,fruit30_split/val/椰子/176.jpg
-6.6489534,26.215015,椰子,椰子,fruit30_split/val/椰子/185.jpg
11.591716,7.1587386,椰子,西瓜,fruit30_split/val/椰子/187.jpg
19.085947,24.219696,椰子,椰子,fruit30_split/val/椰子/190.jpg
-1.8372477,-13.424792,椰子,椰子,fruit30_split/val/椰子/194.jpg
-13.881144,-25.202364,椰子,椰子,fruit30_split/val/椰子/195.jpg
12.923204,15.712837,椰子,椰子,fruit30_split/val/椰子/196.jpg
26.645428,11.796986,椰子,椰子,fruit30_split/val/椰子/197.png
27.457672,31.967577,椰子,椰子,fruit30_split/val/椰子/199.jpg
8.696709,-25.840897,椰子,椰子,fruit30_split/val/椰子/23.png
5.555984,-26.293898,椰子,椰子,fruit30_split/val/椰子/25.jpg
4.0912604,-11.202988,椰子,桂圆,fruit30_split/val/椰子/30.jpg
4.6802673,-9.249624,椰子,椰子,fruit30_split/val/椰子/33.jpg
47.205685,-20.472858,椰子,椰子,fruit30_split/val/椰子/36.jpg
10.352459,-25.079931,椰子,椰子,fruit30_split/val/椰子/43.jpg
10.794937,-25.540709,椰子,椰子,fruit30_split/val/椰子/49.jpg
32.81307,8.364734,椰子,椰子,fruit30_split/val/椰子/5.jpg
-13.551948,-38.55606,椰子,桂圆,fruit30_split/val/椰子/57.jpg
10.129381,-23.539124,椰子,椰子,fruit30_split/val/椰子/60.jpeg
46.159252,-20.732601,椰子,椰子,fruit30_split/val/椰子/78.jpg
49.37154,-17.34146,椰子,椰子,fruit30_split/val/椰子/80.jpg
-14.432021,-25.279003,椰子,椰子,fruit30_split/val/椰子/81.jpg
-12.237631,-22.282513,椰子,椰子,fruit30_split/val/椰子/84.jpg
10.378329,-26.371841,椰子,椰子,fruit30_split/val/椰子/90.jpg
44.300716,-11.491032,榴莲,榴莲,fruit30_split/val/榴莲/10.jpg
25.581747,-23.763031,榴莲,香蕉,fruit30_split/val/榴莲/101.jpg
-46.949802,-7.2523108,榴莲,荔枝,fruit30_split/val/榴莲/102.jpg
47.53735,-9.377865,榴莲,榴莲,fruit30_split/val/榴莲/106.jpg
-47.502037,-5.9632397,榴莲,榴莲,fruit30_split/val/榴莲/112.jpg
42.816723,-14.988797,榴莲,榴莲,fruit30_split/val/榴莲/135.jpg
45.68301,-8.870799,榴莲,榴莲,fruit30_split/val/榴莲/149.jpeg
43.65976,-6.8452005,榴莲,榴莲,fruit30_split/val/榴莲/150.jpg
44.194775,-6.530772,榴莲,榴莲,fruit30_split/val/榴莲/161.jpg
47.093655,-10.350069,榴莲,榴莲,fruit30_split/val/榴莲/163.jpg
42.03236,-11.61346,榴莲,榴莲,fruit30_split/val/榴莲/170.jpg
48.718296,-9.057765,榴莲,榴莲,fruit30_split/val/榴莲/181.jpg
39.042915,-14.797493,榴莲,柚子,fruit30_split/val/榴莲/191.jpg
-3.3188813,36.63645,榴莲,榴莲,fruit30_split/val/榴莲/198.jpg
41.835236,-12.789561,榴莲,榴莲,fruit30_split/val/榴莲/20.jpg
-52.167686,-4.464009,榴莲,榴莲,fruit30_split/val/榴莲/3.jpg
50.5995,-7.4366536,榴莲,榴莲,fruit30_split/val/榴莲/36.jpg
