X,Y,标注类别名称,预测类别,图像路径
-2.377954,-1.2483492,圣女果,圣女果,fruit30_split/val/圣女果/196.jpg
-0.89084476,-0.90402466,圣女果,西红柿,fruit30_split/val/圣女果/22.jpg
-1.9502026,-1.8242638,圣女果,圣女果,fruit30_split/val/圣女果/26.jpg
-2.3453877,-0.88884634,圣女果,脐橙,fruit30_split/val/圣女果/27.jpg
-1.3509306,-2.0377953,圣女果,圣女果,fruit30_split/val/圣女果/28.jpg
-0.9296901,-2.0742714,圣女果,圣女果,fruit30_split/val/圣女果/31.jpg
-0.4615471,-0.52825505,圣女果,砂糖橘,fruit30_split/val/圣女果/35.jpg
-1.225405,-2.1850946,圣女果,石榴,fruit30_split/val/圣女果/39.jpeg
-1.8989791,-2.1472697,圣女果,圣女果,fruit30_split/val/圣女果/42.jpg
-1.8159817,-1.8640612,圣女果,圣女果,fruit30_split/val/圣女果/44.jpg
-1.562966,-2.0473697,圣女果,圣女果,fruit30_split/val/圣女果/48.jpeg
-1.9033006,-1.6352208,圣女果,圣女果,fruit30_split/val/圣女果/53.jpg
-1.9356861,-1.8317716,圣女果,黄瓜,fruit30_split/val/圣女果/56.jpg
-1.9379373,-1.9133558,圣女果,西红柿,fruit30_split/val/圣女果/58.jpg
-1.8958865,-2.1480303,圣女果,圣女果,fruit30_split/val/圣女果/60.jpeg
-1.8751526,-1.8520769,圣女果,圣女果,fruit30_split/val/圣女果/61.jpg
-1.9928886,-1.9525573,圣女果,圣女果,fruit30_split/val/圣女果/63.jpg
-1.8782648,-2.1406822,圣女果,圣女果,fruit30_split/val/圣女果/65.jpg
-1.3573864,-2.2146559,圣女果,圣女果,fruit30_split/val/圣女果/71.jpeg
-2.269856,-1.5139982,圣女果,圣女果,fruit30_split/val/圣女果/72.jpg
-1.9511298,-2.030722,圣女果,圣女果,fruit30_split/val/圣女果/76.jpg
-1.9307582,-1.2065353,圣女果,西红柿,fruit30_split/val/圣女果/88.jpg
-2.6430008,1.2448411,山竹,山竹,fruit30_split/val/山竹/101.jpg
0.92872643,-0.4119753,山竹,山竹,fruit30_split/val/山竹/105.jpg
-0.19827,0.62843615,山竹,山竹,fruit30_split/val/山竹/107.jpeg
0.32100308,0.5002374,山竹,山竹,fruit30_split/val/山竹/112.jpg
0.94267625,0.21147501,山竹,苹果-青,fruit30_split/val/山竹/114.jpg
-2.8216677,1.0969303,山竹,山竹,fruit30_split/val/山竹/129.jpg
-1.2914732,-0.4582506,山竹,山竹,fruit30_split/val/山竹/140.jpg
-2.5864234,1.3064141,山竹,山竹,fruit30_split/val/山竹/143.jpg
-2.5734634,0.999926,山竹,山竹,fruit30_split/val/山竹/144.jpg
0.5193503,0.39146978,山竹,葡萄-红,fruit30_split/val/山竹/148.jpeg
-2.92506,1.246312,山竹,山竹,fruit30_split/val/山竹/149.png
-2.847047,1.1274569,山竹,山竹,fruit30_split/val/山竹/16.jpg
1.168463,-0.17701456,山竹,山竹,fruit30_split/val/山竹/162.jpeg
-2.8324986,1.2933234,山竹,山竹,fruit30_split/val/山竹/166.jpg
-2.5537443,1.1318606,山竹,葡萄-红,fruit30_split/val/山竹/173.jpg
-2.958633,1.067117,山竹,山竹,fruit30_split/val/山竹/174.jpg
-2.9432843,1.1294538,山竹,山竹,fruit30_split/val/山竹/178.jpg
-2.956449,1.0758914,山竹,山竹,fruit30_split/val/山竹/181.jpg
-2.7240393,0.9900022,山竹,山竹,fruit30_split/val/山竹/194.jpg
-2.4936154,1.0890412,山竹,山竹,fruit30_split/val/山竹/2.jpg
-2.7020388,1.1282563,山竹,山竹,fruit30_split/val/山竹/24.jpg
-2.9398932,1.0827649,山竹,山竹,fruit30_split/val/山竹/25.jpg
1.0593805,-0.16795307,山竹,山竹,fruit30_split/val/山竹/33.jpg
-2.7401836,1.057579,山竹,山竹,fruit30_split/val/山竹/35.jpg
-2.8795269,1.0734072,山竹,山竹,fruit30_split/val/山竹/4.jpg
-2.6804075,0.9300091,山竹,山竹,fruit30_split/val/山竹/47.jpg
-2.4854147,0.9229051,山竹,山竹,fruit30_split/val/山竹/5.jpg
-2.708463,1.1423951,山竹,山竹,fruit30_split/val/山竹/58.jpg
-1.0912126,-1.2478666,山竹,葡萄-红,fruit30_split/val/山竹/63.jpg
-2.6319675,1.2355204,山竹,山竹,fruit30_split/val/山竹/77.jpg
-0.05521663,0.29345605,山竹,山竹,fruit30_split/val/山竹/78.jpg
-1.2804109,2.4943836,山竹,椰子,fruit30_split/val/山竹/79.jpg
-2.3831882,0.82728124,山竹,山竹,fruit30_split/val/山竹/87.jpg
-2.615199,1.1093024,山竹,山竹,fruit30_split/val/山竹/89.jpg
0.22633962,0.55832297,山竹,荔枝,fruit30_split/val/山竹/91.jpeg
4.4079647,-1.3572545,杨梅,荔枝,fruit30_split/val/杨梅/102.jpg
-1.014883,-2.2518551,杨梅,砂糖橘,fruit30_split/val/杨梅/119.jpeg
3.8815212,-1.3213415,杨梅,杨梅,fruit30_split/val/杨梅/127.jpg
4.442573,-1.087714,杨梅,杨梅,fruit30_split/val/杨梅/131.jpg
1.7985654,0.31493366,杨梅,西瓜,fruit30_split/val/杨梅/138.jpg
4.262515,-1.1596748,杨梅,杨梅,fruit30_split/val/杨梅/155.jpg
4.3519773,-1.5202918,杨梅,杨梅,fruit30_split/val/杨梅/159.jpg
3.1030037,-2.4542496,杨梅,杨梅,fruit30_split/val/杨梅/16.jpg
4.457991,-1.0576705,杨梅,杨梅,fruit30_split/val/杨梅/167.jpeg
4.317734,-1.6290697,杨梅,杨梅,fruit30_split/val/杨梅/170.jpg
4.60902,-1.1501794,杨梅,杨梅,fruit30_split/val/杨梅/175.jpg
2.1838524,-1.0705568,杨梅,杨梅,fruit30_split/val/杨梅/178.jpg
4.2761903,-1.1385583,杨梅,杨梅,fruit30_split/val/杨梅/183.jpg
4.3209352,-1.0917121,杨梅,杨梅,fruit30_split/val/杨梅/186.jpg
4.19573,-1.1279706,杨梅,杨梅,fruit30_split/val/杨梅/19.jpg
2.1608918,-0.28178105,杨梅,荔枝,fruit30_split/val/杨梅/191.jpg
4.2451043,-1.1535354,杨梅,杨梅,fruit30_split/val/杨梅/193.png
4.06913,-1.2592069,杨梅,杨梅,fruit30_split/val/杨梅/195.jpg
2.3977795,-1.1929351,杨梅,草莓,fruit30_split/val/杨梅/196.jpg
4.309531,-1.4258971,杨梅,杨梅,fruit30_split/val/杨梅/200.jpg
4.422632,-1.416733,杨梅,杨梅,fruit30_split/val/杨梅/25.jpg
4.1396403,-1.0317411,杨梅,杨梅,fruit30_split/val/杨梅/26.jpg
4.532488,-1.0559691,杨梅,杨梅,fruit30_split/val/杨梅/27.jpg
4.4196224,-1.1454251,杨梅,杨梅,fruit30_split/val/杨梅/36.jpg
3.5708222,-1.5792438,杨梅,荔枝,fruit30_split/val/杨梅/46.jpg
4.529665,-1.0324429,杨梅,杨梅,fruit30_split/val/杨梅/47.jpg
4.46481,-1.0702516,杨梅,杨梅,fruit30_split/val/杨梅/5.jpg
4.4146595,-1.0815331,杨梅,杨梅,fruit30_split/val/杨梅/50.jpg
3.93417,-1.5829787,杨梅,杨梅,fruit30_split/val/杨梅/62.jpg
4.3951335,-1.0693856,杨梅,杨梅,fruit30_split/val/杨梅/71.jpg
4.323538,-1.3407886,杨梅,杨梅,fruit30_split/val/杨梅/75.jpg
4.4261003,-1.21916,杨梅,杨梅,fruit30_split/val/杨梅/81.jpeg
3.3507607,-1.6253483,杨梅,杨梅,fruit30_split/val/杨梅/85.jpg
4.448628,-1.0304552,杨梅,杨梅,fruit30_split/val/杨梅/86.jpg
4.481936,-0.9955175,杨梅,杨梅,fruit30_split/val/杨梅/9.jpg
4.324438,-1.2770414,杨梅,杨梅,fruit30_split/val/杨梅/90.jpg
4.4526744,-1.5018901,杨梅,杨梅,fruit30_split/val/杨梅/95.png
-0.59782463,3.130842,柚子,柚子,fruit30_split/val/柚子/113.jpg
-0.17806679,2.095652,柚子,柠檬,fruit30_split/val/柚子/114.jpg
1.6282123,2.689976,柚子,桂圆,fruit30_split/val/柚子/119.jpg
0.9635292,-0.80053914,柚子,梨,fruit30_split/val/柚子/132.jpg
0.077302344,1.9616951,柚子,柚子,fruit30_split/val/柚子/136.jpg
-0.7986311,3.1457086,柚子,柚子,fruit30_split/val/柚子/137.jpg
0.8520721,-0.5412965,柚子,柚子,fruit30_split/val/柚子/150.jpg
1.2157851,2.3004212,柚子,柚子,fruit30_split/val/柚子/151.jpg
-0.21357283,2.5092704,柚子,柚子,fruit30_split/val/柚子/154.jpg
-0.1826455,2.333224,柚子,柚子,fruit30_split/val/柚子/156.jpeg
-0.75626224,3.103572,柚子,柚子,fruit30_split/val/柚子/16.jpg
0.635582,1.6591151,柚子,柚子,fruit30_split/val/柚子/165.jpeg
0.6410065,1.6404585,柚子,柚子,fruit30_split/val/柚子/169.jpg
0.58566767,1.6126341,柚子,柚子,fruit30_split/val/柚子/171.jpg
-0.15986423,1.6471771,柚子,柚子,fruit30_split/val/柚子/175.jpg
-0.112565935,1.9474849,柚子,柚子,fruit30_split/val/柚子/177.jpg
-0.10425346,1.7600163,柚子,柚子,fruit30_split/val/柚子/181.jpg
1.0786866,2.7691913,柚子,哈密瓜,fruit30_split/val/柚子/183.jpg
0.9610084,0.05786515,柚子,苹果-青,fruit30_split/val/柚子/191.png
-0.84422445,2.7321463,柚子,柚子,fruit30_split/val/柚子/193.jpg
-0.9193797,2.9229789,柚子,柚子,fruit30_split/val/柚子/197.jpeg
-0.07828277,1.8627037,柚子,柚子,fruit30_split/val/柚子/21.jpeg
0.97416586,-0.4028862,柚子,柠檬,fruit30_split/val/柚子/26.jpg
-0.91897994,2.9243727,柚子,梨,fruit30_split/val/柚子/30.jpg
0.94212663,-0.8529939,柚子,柚子,fruit30_split/val/柚子/31.jpg
0.53576285,1.6402256,柚子,柚子,fruit30_split/val/柚子/49.jpg
-0.8022402,2.8529181,柚子,柚子,fruit30_split/val/柚子/52.jpg
-0.5105698,3.2951896,柚子,柚子,fruit30_split/val/柚子/53.jpg
-0.9077608,2.7740595,柚子,柚子,fruit30_split/val/柚子/56.jpg
0.4859094,1.6087233,柚子,柚子,fruit30_split/val/柚子/62.jpg
0.75825447,1.6788002,柚子,柚子,fruit30_split/val/柚子/66.png
0.45268968,1.5925082,柚子,柚子,fruit30_split/val/柚子/7.jpg
0.22780816,1.7460212,柚子,柚子,fruit30_split/val/柚子/8.jpg
-0.90031403,2.6393197,柚子,苹果-青,fruit30_split/val/柚子/81.jpg
-0.50830543,2.971223,柚子,梨,fruit30_split/val/柚子/86.jpg
0.81243,2.4951231,柚子,柚子,fruit30_split/val/柚子/89.jpg
0.4017503,1.4922737,柚子,柚子,fruit30_split/val/柚子/96.jpg
0.20669684,2.4221394,柠檬,柠檬,fruit30_split/val/柠檬/104.jpeg
-0.7240713,2.827256,柠檬,柚子,fruit30_split/val/柠檬/106.jpg
-0.8082191,1.8466059,柠檬,脐橙,fruit30_split/val/柠檬/11.jpg
-1.5067744,0.22384116,柠檬,柠檬,fruit30_split/val/柠檬/12.jpg
1.0281198,-0.0031610923,柠檬,柠檬,fruit30_split/val/柠檬/129.jpeg
0.045182154,2.7317443,柠檬,柠檬,fruit30_split/val/柠檬/132.jpg
0.30591235,2.8746288,柠檬,柠檬,fruit30_split/val/柠檬/142.jpg
0.26822227,2.7759526,柠檬,柠檬,fruit30_split/val/柠檬/144.jpg
1.8475618,2.6125376,柠檬,黄瓜,fruit30_split/val/柠檬/145.jpg
1.6335417,2.323144,柠檬,柠檬,fruit30_split/val/柠檬/146.jpg
-0.2597183,2.0934415,柠檬,柠檬,fruit30_split/val/柠檬/15.jpg
-0.56313485,2.800048,柠檬,苹果-青,fruit30_split/val/柠檬/152.jpg
-0.30351517,2.1759665,柠檬,柠檬,fruit30_split/val/柠檬/160.jpg
0.0106386235,2.3783064,柠檬,柠檬,fruit30_split/val/柠檬/166.jpg
-0.3225449,1.9649638,柠檬,柠檬,fruit30_split/val/柠檬/173.jpg
-0.33925503,2.2237346,柠檬,柠檬,fruit30_split/val/柠檬/186.jpeg
0.41132987,-1.3063263,柠檬,柠檬,fruit30_split/val/柠檬/190.jpeg
0.059722736,2.3757138,柠檬,柠檬,fruit30_split/val/柠檬/36.jpg
-0.4148345,2.004775,柠檬,柠檬,fruit30_split/val/柠檬/37.jpg
-0.33661023,2.1663897,柠檬,柠檬,fruit30_split/val/柠檬/4.jpg
0.74562967,2.9447618,柠檬,柠檬,fruit30_split/val/柠檬/41.jpg
-0.5106895,2.4487104,柠檬,柠檬,fruit30_split/val/柠檬/46.jpg
0.14100899,2.1071105,柠檬,柠檬,fruit30_split/val/柠檬/66.jpeg
-0.22783534,2.1518683,柠檬,柠檬,fruit30_split/val/柠檬/80.jpg
-0.38798106,2.3301184,柠檬,柠檬,fruit30_split/val/柠檬/82.jpg
-0.19733979,2.5072803,柠檬,柠檬,fruit30_split/val/柠檬/87.jpg
-0.0075477045,2.3343608,柠檬,柠檬,fruit30_split/val/柠檬/91.jpg
-0.03669544,2.2194104,柠檬,柠檬,fruit30_split/val/柠檬/93.jpg
0.8324002,-0.09247681,柠檬,葡萄-白,fruit30_split/val/柠檬/98.jpg
-1.8014084,0.6129349,桂圆,桂圆,fruit30_split/val/桂圆/101.jpg
-1.0846195,0.585974,桂圆,桂圆,fruit30_split/val/桂圆/102.jpg
1.6463387,-1.6427069,桂圆,桂圆,fruit30_split/val/桂圆/109.jpg
-1.682297,0.7727656,桂圆,桂圆,fruit30_split/val/桂圆/122.jpg
-1.703484,0.5957958,桂圆,桂圆,fruit30_split/val/桂圆/135.jpg
-1.7636952,0.82544464,桂圆,桂圆,fruit30_split/val/桂圆/138.jpg
-1.4772884,0.74271864,桂圆,桂圆,fruit30_split/val/桂圆/144.jpg
-1.7520452,0.6709711,桂圆,桂圆,fruit30_split/val/桂圆/145.jpeg
-1.6354957,0.754547,桂圆,桂圆,fruit30_split/val/桂圆/151.jpg
-1.4782215,0.20441593,桂圆,桂圆,fruit30_split/val/桂圆/152.jpg
-1.7107745,0.8088176,桂圆,桂圆,fruit30_split/val/桂圆/157.jpg
-1.7158669,1.2313769,桂圆,桂圆,fruit30_split/val/桂圆/168.jpeg
1.4588158,-1.4781755,桂圆,桂圆,fruit30_split/val/桂圆/17.jpg
-1.1332017,0.50073254,桂圆,桂圆,fruit30_split/val/桂圆/178.jpg
1.5915248,-1.6444261,桂圆,桂圆,fruit30_split/val/桂圆/184.jpg
1.6842412,-1.5840933,桂圆,桂圆,fruit30_split/val/桂圆/185.jpg
-1.6914603,0.4048818,桂圆,桂圆,fruit30_split/val/桂圆/187.jpeg
1.542107,-1.6403365,桂圆,桂圆,fruit30_split/val/桂圆/191.jpg
-1.6855295,1.1415241,桂圆,桂圆,fruit30_split/val/桂圆/193.jpg
1.692496,-1.5329344,桂圆,桂圆,fruit30_split/val/桂圆/2.jpg
-1.7205908,0.7346689,桂圆,桂圆,fruit30_split/val/桂圆/22.jpeg
-1.5844057,0.66633326,桂圆,桂圆,fruit30_split/val/桂圆/26.png
1.5711455,-1.6407616,桂圆,桂圆,fruit30_split/val/桂圆/29.jpg
-1.7385713,0.88185644,桂圆,桂圆,fruit30_split/val/桂圆/35.jpg
1.3927898,-1.2888734,桂圆,桂圆,fruit30_split/val/桂圆/4.jpg
-1.6307858,0.8108416,桂圆,桂圆,fruit30_split/val/桂圆/42.jpg
-1.6838483,0.6535229,桂圆,桂圆,fruit30_split/val/桂圆/48.jpg
-1.6311017,1.1607072,桂圆,桂圆,fruit30_split/val/桂圆/49.jpg
-1.7295407,1.2072476,桂圆,桂圆,fruit30_split/val/桂圆/52.jpg
-1.7369803,0.69635326,桂圆,桂圆,fruit30_split/val/桂圆/60.jpg
-1.5008256,1.2180803,桂圆,桂圆,fruit30_split/val/桂圆/66.jpg
1.5316935,-1.5935796,桂圆,桂圆,fruit30_split/val/桂圆/73.jpg
1.5382391,-1.5643035,桂圆,桂圆,fruit30_split/val/桂圆/79.jpg
-1.7093054,1.3926156,桂圆,桂圆,fruit30_split/val/桂圆/82.jpg
-1.5452927,1.1001297,桂圆,桂圆,fruit30_split/val/桂圆/87.jpeg
-1.7544947,0.64715433,桂圆,桂圆,fruit30_split/val/桂圆/88.jpeg
1.3990937,-1.3427984,桂圆,桂圆,fruit30_split/val/桂圆/90.jpeg
1.4933003,-1.7204325,桂圆,桂圆,fruit30_split/val/桂圆/99.jpg
-1.074507,3.6847332,梨,苹果-青,fruit30_split/val/梨/1.jpg
-1.3540478,3.0808525,梨,梨,fruit30_split/val/梨/11.jpg
-1.681295,3.2146633,梨,梨,fruit30_split/val/梨/112.jpg
-1.7145479,3.1424465,梨,梨,fruit30_split/val/梨/114.jpg
-1.5155777,3.176229,梨,梨,fruit30_split/val/梨/116.jpg
-1.0278145,0.31118456,梨,梨,fruit30_split/val/梨/119.jpg
-1.0822533,2.97587,梨,梨,fruit30_split/val/梨/12.jpg
-1.3807279,3.0584238,梨,梨,fruit30_split/val/梨/127.jpg
-1.5250194,2.9371116,梨,梨,fruit30_split/val/梨/132.jpg
-1.5134728,3.148093,梨,梨,fruit30_split/val/梨/133.jpg
-1.7041129,2.8651996,梨,梨,fruit30_split/val/梨/135.jpg
-1.7584522,3.101952,梨,梨,fruit30_split/val/梨/138.jpg
0.72852004,-0.005333274,梨,葡萄-红,fruit30_split/val/梨/150.jpg
-1.2108531,3.6108656,梨,苹果-青,fruit30_split/val/梨/170.jpg
0.8766363,-0.42091778,梨,梨,fruit30_split/val/梨/174.jpeg
-1.4216775,2.9584281,梨,梨,fruit30_split/val/梨/186.jpg
0.8367974,0.25708878,梨,梨,fruit30_split/val/梨/19.jpg
1.002647,-0.5847448,梨,梨,fruit30_split/val/梨/190.jpg
0.79450256,-0.55148923,梨,梨,fruit30_split/val/梨/197.jpg
-1.4155229,2.87251,梨,梨,fruit30_split/val/梨/199.jpg
0.94114566,0.14117146,梨,苹果-青,fruit30_split/val/梨/22.jpg
-0.84511065,0.25546086,梨,梨,fruit30_split/val/梨/23.jpg
-0.9263299,3.468732,梨,梨,fruit30_split/val/梨/27.jpg
-1.4783891,3.2268639,梨,梨,fruit30_split/val/梨/28.jpg
-0.9311744,2.9948292,梨,梨,fruit30_split/val/梨/34.jpg
-0.13926418,0.08396586,梨,苹果-红,fruit30_split/val/梨/43.jpg
-1.4393821,3.3861916,梨,梨,fruit30_split/val/梨/54.jpeg
-1.1595182,2.9647994,梨,梨,fruit30_split/val/梨/55.jpg
0.9703908,-0.493477,梨,梨,fruit30_split/val/梨/68.jpg
-1.392643,3.3342175,梨,梨,fruit30_split/val/梨/69.jpg
1.1407671,-0.7617965,梨,梨,fruit30_split/val/梨/73.jpg
-1.8695561,2.7454107,梨,猕猴桃,fruit30_split/val/梨/76.jpg
-1.3372602,3.006289,梨,石榴,fruit30_split/val/梨/77.jpg
-0.2344134,2.8728712,梨,梨,fruit30_split/val/梨/82.jpg
1.0307449,-0.69371325,梨,梨,fruit30_split/val/梨/85.jpg
-1.65652,0.883945,梨,桂圆,fruit30_split/val/梨/87.jpg
-1.537621,2.9782248,梨,梨,fruit30_split/val/梨/92.jpg
-1.6753103,3.1392407,椰子,椰子,fruit30_split/val/椰子/102.jpg
-1.7810655,3.0281916,椰子,椰子,fruit30_split/val/椰子/104.jpg
-0.9768735,2.8377917,椰子,椰子,fruit30_split/val/椰子/105.jpg
1.3980236,-0.16444723,椰子,椰子,fruit30_split/val/椰子/107.jpeg
-1.7692047,2.187011,椰子,椰子,fruit30_split/val/椰子/12.jpg
-1.6731259,2.9474635,椰子,椰子,fruit30_split/val/椰子/128.jpg
-1.7395284,1.403742,椰子,椰子,fruit30_split/val/椰子/133.jpg
2.8903189,0.34909356,椰子,椰子,fruit30_split/val/椰子/136.jpg
-1.453702,2.4209874,椰子,椰子,fruit30_split/val/椰子/142.jpg
-1.7239851,1.5889746,椰子,桂圆,fruit30_split/val/椰子/163.jpg
0.44452485,-0.01911325,椰子,椰子,fruit30_split/val/椰子/165.jpg
-1.8657858,2.2214358,椰子,椰子,fruit30_split/val/椰子/17.jpeg
-1.6924431,2.1483474,椰子,椰子,fruit30_split/val/椰子/170.jpg
-1.760762,2.2382882,椰子,椰子,fruit30_split/val/椰子/175.jpg
-1.3579812,2.487088,椰子,椰子,fruit30_split/val/椰子/176.jpg
-2.6239288,0.9164196,椰子,椰子,fruit30_split/val/椰子/185.jpg
0.8158726,2.0852375,椰子,西瓜,fruit30_split/val/椰子/187.jpg
1.5845133,1.2444344,椰子,椰子,fruit30_split/val/椰子/190.jpg
-1.1135638,0.29966494,椰子,椰子,fruit30_split/val/椰子/194.jpg
1.5798202,-0.17765054,椰子,椰子,fruit30_split/val/椰子/195.jpg
-0.3028978,2.6456633,椰子,椰子,fruit30_split/val/椰子/196.jpg
-0.85214174,3.5260756,椰子,椰子,fruit30_split/val/椰子/197.png
1.0985419,0.46418568,椰子,椰子,fruit30_split/val/椰子/199.jpg
-1.6680274,1.943371,椰子,椰子,fruit30_split/val/椰子/23.png
-1.72577,1.4911504,椰子,椰子,fruit30_split/val/椰子/25.jpg
-1.5053421,0.99905115,椰子,桂圆,fruit30_split/val/椰子/30.jpg
-1.0741682,1.4769849,椰子,椰子,fruit30_split/val/椰子/33.jpg
-1.8195155,2.2221227,椰子,椰子,fruit30_split/val/椰子/36.jpg
-1.5553393,2.1326857,椰子,椰子,fruit30_split/val/椰子/43.jpg
-1.5772178,2.0800624,椰子,椰子,fruit30_split/val/椰子/49.jpg
-1.6868892,2.9207933,椰子,椰子,fruit30_split/val/椰子/5.jpg
2.986112,0.11578813,椰子,桂圆,fruit30_split/val/椰子/57.jpg
-1.4240348,2.3396466,椰子,椰子,fruit30_split/val/椰子/60.jpeg
-1.7473543,2.3285105,椰子,椰子,fruit30_split/val/椰子/78.jpg
-1.6064258,2.3684895,椰子,椰子,fruit30_split/val/椰子/80.jpg
1.4831653,-0.13784325,椰子,椰子,fruit30_split/val/椰子/81.jpg
0.86596036,0.01871356,椰子,椰子,fruit30_split/val/椰子/84.jpg
-1.6610297,2.1191754,椰子,椰子,fruit30_split/val/椰子/90.jpg
3.2371914,3.2282202,榴莲,榴莲,fruit30_split/val/榴莲/10.jpg
1.6294528,2.4901562,榴莲,香蕉,fruit30_split/val/榴莲/101.jpg
4.076849,-0.6432834,榴莲,荔枝,fruit30_split/val/榴莲/102.jpg
3.4540746,3.287865,榴莲,榴莲,fruit30_split/val/榴莲/106.jpg
4.1919413,-0.60542876,榴莲,榴莲,fruit30_split/val/榴莲/112.jpg
3.006598,3.1164136,榴莲,榴莲,fruit30_split/val/榴莲/135.jpg
3.353266,3.2632322,榴莲,榴莲,fruit30_split/val/榴莲/149.jpeg
3.5268059,3.040708,榴莲,榴莲,fruit30_split/val/榴莲/150.jpg
