X,Y,Z,标注类别名称,预测类别,图像路径
-1.5916661,-0.27850997,4.982444,山竹,山竹,fruit30_split/val/山竹/25.jpg
1.6832467,1.3381577,4.9624057,山竹,山竹,fruit30_split/val/山竹/33.jpg
-1.3798844,-0.24106693,5.002285,山竹,山竹,fruit30_split/val/山竹/35.jpg
-1.4946789,-0.2171206,5.046478,山竹,山竹,fruit30_split/val/山竹/4.jpg
-1.3668836,-0.035553034,5.161885,山竹,山竹,fruit30_split/val/山竹/47.jpg
-1.0804373,-0.1041923,5.199057,山竹,山竹,fruit30_split/val/山竹/5.jpg
-1.3145001,0.050256234,5.0710764,山竹,山竹,fruit30_split/val/山竹/58.jpg
0.73780817,1.5816321,6.7785683,山竹,葡萄-红,fruit30_split/val/山竹/63.jpg
-1.2903042,0.0010276968,5.0222316,山竹,山竹,fruit30_split/val/山竹/77.jpg
0.5735285,1.3867654,5.1542296,山竹,山竹,fruit30_split/val/山竹/78.jpg
0.0673709,0.52612966,3.2085602,山竹,椰子,fruit30_split/val/山竹/79.jpg
-1.1066873,0.16810136,5.2021985,山竹,山竹,fruit30_split/val/山竹/87.jpg
-1.1613451,-0.115338214,5.1312275,山竹,山竹,fruit30_split/val/山竹/89.jpg
0.4593269,1.4604851,5.326859,山竹,荔枝,fruit30_split/val/山竹/91.jpeg
2.3689854,4.5218816,6.117429,杨梅,荔枝,fruit30_split/val/杨梅/102.jpg
1.0035503,1.0425361,7.5759826,杨梅,砂糖橘,fruit30_split/val/杨梅/119.jpeg
2.4627123,3.9249256,6.154433,杨梅,杨梅,fruit30_split/val/杨梅/127.jpg
2.440186,4.3871307,5.9367485,杨梅,杨梅,fruit30_split/val/杨梅/131.jpg
1.9756316,1.755868,4.4624267,杨梅,西瓜,fruit30_split/val/杨梅/138.jpg
2.7391596,4.303058,6.0173936,杨梅,杨梅,fruit30_split/val/杨梅/155.jpg
2.2185516,4.419934,6.2808022,杨梅,杨梅,fruit30_split/val/杨梅/159.jpg
1.4782075,3.0775099,6.849788,杨梅,杨梅,fruit30_split/val/杨梅/16.jpg
2.5064242,4.6146784,5.9443417,杨梅,杨梅,fruit30_split/val/杨梅/167.jpeg
2.2034059,4.431257,6.3513403,杨梅,杨梅,fruit30_split/val/杨梅/170.jpg
2.4760258,4.614631,6.0410166,杨梅,杨梅,fruit30_split/val/杨梅/175.jpg
2.4989057,1.7643244,5.7167425,杨梅,杨梅,fruit30_split/val/杨梅/178.jpg
2.6113968,4.1524734,5.9202404,杨梅,杨梅,fruit30_split/val/杨梅/183.jpg
2.5298612,4.3442044,5.8719277,杨梅,杨梅,fruit30_split/val/杨梅/186.jpg
2.4517753,4.2471447,6.0065026,杨梅,杨梅,fruit30_split/val/杨梅/19.jpg
2.40795,1.9399397,5.24618,杨梅,荔枝,fruit30_split/val/杨梅/191.jpg
2.469959,4.253411,6.080506,杨梅,杨梅,fruit30_split/val/杨梅/193.png
2.0676324,4.267759,5.938968,杨梅,杨梅,fruit30_split/val/杨梅/195.jpg
2.5859985,1.9966056,5.928877,杨梅,草莓,fruit30_split/val/杨梅/196.jpg
2.2252219,4.387197,6.2706475,杨梅,杨梅,fruit30_split/val/杨梅/200.jpg
2.276492,4.4717717,6.1385984,杨梅,杨梅,fruit30_split/val/杨梅/25.jpg
2.4935706,4.2144732,5.851791,杨梅,杨梅,fruit30_split/val/杨梅/26.jpg
2.5949495,4.623074,6.0852695,杨梅,杨梅,fruit30_split/val/杨梅/27.jpg
2.5168688,4.4984837,5.979436,杨梅,杨梅,fruit30_split/val/杨梅/36.jpg
2.392431,3.6463091,6.291939,杨梅,荔枝,fruit30_split/val/杨梅/46.jpg
2.4843292,4.5789537,6.037543,杨梅,杨梅,fruit30_split/val/杨梅/47.jpg
2.4278986,4.5066915,5.9522038,杨梅,杨梅,fruit30_split/val/杨梅/5.jpg
2.3778217,4.428174,5.97727,杨梅,杨梅,fruit30_split/val/杨梅/50.jpg
2.0275104,3.913308,6.390761,杨梅,杨梅,fruit30_split/val/杨梅/62.jpg
2.3795776,4.5429983,5.958188,杨梅,杨梅,fruit30_split/val/杨梅/71.jpg
2.1818264,4.3906584,6.1510043,杨梅,杨梅,fruit30_split/val/杨梅/75.jpg
2.2986326,4.4046874,6.0898533,杨梅,杨梅,fruit30_split/val/杨梅/81.jpeg
2.6679323,3.650911,6.4240594,杨梅,杨梅,fruit30_split/val/杨梅/85.jpg
2.528086,4.6143007,6.106159,杨梅,杨梅,fruit30_split/val/杨梅/86.jpg
2.3546994,4.4659567,5.9258385,杨梅,杨梅,fruit30_split/val/杨梅/9.jpg
2.314129,4.476953,6.019029,杨梅,杨梅,fruit30_split/val/杨梅/90.jpg
2.2260234,4.478403,6.256483,杨梅,杨梅,fruit30_split/val/杨梅/95.png
-0.019626923,1.2175598,2.962523,柚子,柚子,fruit30_split/val/柚子/113.jpg
-0.7552484,1.77369,4.3966746,柚子,柠檬,fruit30_split/val/柚子/114.jpg
0.580902,2.8198519,4.3663664,柚子,桂圆,fruit30_split/val/柚子/119.jpg
2.1323912,0.3425641,4.5190434,柚子,梨,fruit30_split/val/柚子/132.jpg
-0.8031419,2.2541146,4.4554214,柚子,柚子,fruit30_split/val/柚子/136.jpg
0.35961312,1.0779248,2.9789205,柚子,柚子,fruit30_split/val/柚子/137.jpg
2.052517,0.677285,4.801668,柚子,柚子,fruit30_split/val/柚子/150.jpg
-0.003644449,2.9278347,3.4751391,柚子,柚子,fruit30_split/val/柚子/151.jpg
-0.74782795,1.7271471,4.097805,柚子,柚子,fruit30_split/val/柚子/154.jpg
-0.61543447,1.8392718,3.805508,柚子,柚子,fruit30_split/val/柚子/156.jpeg
0.55746055,1.0694796,2.9844906,柚子,柚子,fruit30_split/val/柚子/16.jpg
-0.2622545,2.4397922,4.6146054,柚子,柚子,fruit30_split/val/柚子/165.jpeg
-0.7173393,2.8118737,4.7245555,柚子,柚子,fruit30_split/val/柚子/169.jpg
-0.756562,2.7730758,4.7404013,柚子,柚子,fruit30_split/val/柚子/171.jpg
-0.5349589,1.7849216,4.737192,柚子,柚子,fruit30_split/val/柚子/175.jpg
-0.6638815,1.7848387,4.497003,柚子,柚子,fruit30_split/val/柚子/177.jpg
-0.7317171,1.938887,4.5897207,柚子,柚子,fruit30_split/val/柚子/181.jpg
0.061238367,2.6848242,3.5748644,柚子,哈密瓜,fruit30_split/val/柚子/183.jpg
1.4681016,1.059714,4.3945627,柚子,苹果-青,fruit30_split/val/柚子/191.png
0.5010184,0.8990982,3.3990886,柚子,柚子,fruit30_split/val/柚子/193.jpg
0.30541506,1.0310073,3.0666697,柚子,柚子,fruit30_split/val/柚子/197.jpeg
-0.72295207,1.929584,4.576268,柚子,柚子,fruit30_split/val/柚子/21.jpeg
1.9163811,0.82412076,4.6607227,柚子,柠檬,fruit30_split/val/柚子/26.jpg
0.2557884,0.9564932,3.156238,柚子,梨,fruit30_split/val/柚子/30.jpg
2.1437018,0.30176556,4.538093,柚子,柚子,fruit30_split/val/柚子/31.jpg
-0.768745,2.7841015,4.7433095,柚子,柚子,fruit30_split/val/柚子/49.jpg
0.28097507,1.1051776,3.2933197,柚子,柚子,fruit30_split/val/柚子/52.jpg
-0.12033794,1.404674,2.931805,柚子,柚子,fruit30_split/val/柚子/53.jpg
0.30126458,0.8995215,3.2908602,柚子,柚子,fruit30_split/val/柚子/56.jpg
-0.76987225,2.727875,4.782826,柚子,柚子,fruit30_split/val/柚子/62.jpg
-0.5673485,2.8568065,4.6146946,柚子,柚子,fruit30_split/val/柚子/66.png
-0.75658846,2.641072,4.8106246,柚子,柚子,fruit30_split/val/柚子/7.jpg
-0.76487744,2.3801634,4.605902,柚子,柚子,fruit30_split/val/柚子/8.jpg
0.10066838,1.1418563,3.3217049,柚子,苹果-青,fruit30_split/val/柚子/81.jpg
0.5550128,1.1159242,3.1539757,柚子,梨,fruit30_split/val/柚子/86.jpg
-0.031771235,2.5455017,4.262269,柚子,柚子,fruit30_split/val/柚子/89.jpg
-0.6885007,2.6746342,4.8105135,柚子,柚子,fruit30_split/val/柚子/96.jpg
-0.69365066,2.1208706,4.069131,柠檬,柠檬,fruit30_split/val/柠檬/104.jpeg
0.15538268,1.2306489,3.247389,柠檬,柚子,fruit30_split/val/柠檬/106.jpg
0.021118974,0.95775056,4.106477,柠檬,脐橙,fruit30_split/val/柠檬/11.jpg
0.29066887,-0.14664736,5.4864626,柠檬,柠檬,fruit30_split/val/柠檬/12.jpg
1.4789342,1.4233487,4.651085,柠檬,柠檬,fruit30_split/val/柠檬/129.jpeg
-0.51021904,2.0871143,4.028532,柠檬,柠檬,fruit30_split/val/柠檬/132.jpg
-0.24516603,2.2202966,4.047389,柠檬,柠檬,fruit30_split/val/柠檬/142.jpg
-0.30967173,2.2818878,3.9560645,柠檬,柠檬,fruit30_split/val/柠檬/144.jpg
0.7029767,3.2597792,4.1571627,柠檬,黄瓜,fruit30_split/val/柠檬/145.jpg
0.8170957,2.9215229,4.573178,柠檬,柠檬,fruit30_split/val/柠檬/146.jpg
-0.83203673,1.7873259,4.339245,柠檬,柠檬,fruit30_split/val/柠檬/15.jpg
-0.0007901733,1.3990902,3.1804664,柠檬,苹果-青,fruit30_split/val/柠檬/152.jpg
-0.6271479,1.6314696,4.2603807,柠檬,柠檬,fruit30_split/val/柠檬/160.jpg
-0.82167023,1.952244,4.219156,柠檬,柠檬,fruit30_split/val/柠檬/166.jpg
-0.7039044,1.5920373,4.2486467,柠檬,柠檬,fruit30_split/val/柠檬/173.jpg
-0.7869354,1.7506173,4.1904798,柠檬,柠檬,fruit30_split/val/柠檬/186.jpeg
2.5276842,1.3120791,5.370208,柠檬,柠檬,fruit30_split/val/柠檬/190.jpeg
-0.83414525,2.0320687,4.1453075,柠檬,柠檬,fruit30_split/val/柠檬/36.jpg
-0.67323613,1.7130556,4.3189893,柠檬,柠檬,fruit30_split/val/柠檬/37.jpg
-0.83240604,1.7564384,4.2899785,柠檬,柠檬,fruit30_split/val/柠檬/4.jpg
-0.65465045,2.4539642,4.0368013,柠檬,柠檬,fruit30_split/val/柠檬/41.jpg
-0.6242057,1.4948006,4.0616894,柠檬,柠檬,fruit30_split/val/柠檬/46.jpg
-0.73044944,2.042111,4.350326,柠檬,柠檬,fruit30_split/val/柠檬/66.jpeg
-0.7130524,1.6576486,4.315862,柠檬,柠檬,fruit30_split/val/柠檬/80.jpg
-0.6493949,1.5147732,4.1126657,柠檬,柠檬,fruit30_split/val/柠檬/82.jpg
-0.77216583,1.7984096,4.0103683,柠檬,柠檬,fruit30_split/val/柠檬/87.jpg
-0.8910919,1.9285327,4.1691527,柠檬,柠檬,fruit30_split/val/柠檬/91.jpg
-0.4789014,1.7416135,4.025034,柠檬,柠檬,fruit30_split/val/柠檬/93.jpg
1.6155123,1.2058921,4.694859,柠檬,葡萄-白,fruit30_split/val/柠檬/98.jpg
-0.05005102,-0.418338,5.08534,桂圆,桂圆,fruit30_split/val/桂圆/101.jpg
0.2113454,0.409265,5.0660625,桂圆,桂圆,fruit30_split/val/桂圆/102.jpg
2.8359978,0.33714256,4.922157,桂圆,桂圆,fruit30_split/val/桂圆/109.jpg
0.08580309,-0.2649492,4.8997273,桂圆,桂圆,fruit30_split/val/桂圆/122.jpg
0.059964836,-0.32557538,5.19279,桂圆,桂圆,fruit30_split/val/桂圆/135.jpg
-0.07780109,-0.23509121,4.9348,桂圆,桂圆,fruit30_split/val/桂圆/138.jpg
0.20448504,-0.23664637,4.9211698,桂圆,桂圆,fruit30_split/val/桂圆/144.jpg
0.058904085,-0.34824708,5.025824,桂圆,桂圆,fruit30_split/val/桂圆/145.jpeg
0.11834774,-0.25440985,4.9296336,桂圆,桂圆,fruit30_split/val/桂圆/151.jpg
0.23259704,-0.06426355,5.525906,桂圆,桂圆,fruit30_split/val/桂圆/152.jpg
0.00022264608,-0.14422002,5.0056224,桂圆,桂圆,fruit30_split/val/桂圆/157.jpg
-0.21271187,-0.06378452,4.758391,桂圆,桂圆,fruit30_split/val/桂圆/168.jpeg
2.5329065,0.30767718,4.962056,桂圆,桂圆,fruit30_split/val/桂圆/17.jpg
0.1797239,0.3367463,5.1638093,桂圆,桂圆,fruit30_split/val/桂圆/178.jpg
2.8169196,0.25931242,4.960558,桂圆,桂圆,fruit30_split/val/桂圆/184.jpg
2.8240733,0.4560891,4.930928,桂圆,桂圆,fruit30_split/val/桂圆/185.jpg
-0.2390251,0.16916078,5.3619137,桂圆,桂圆,fruit30_split/val/桂圆/187.jpeg
2.7291648,0.22478849,4.9555583,桂圆,桂圆,fruit30_split/val/桂圆/191.jpg
-0.02167362,-0.14911939,4.621188,桂圆,桂圆,fruit30_split/val/桂圆/193.jpg
2.6831188,0.32858136,4.85882,桂圆,桂圆,fruit30_split/val/桂圆/2.jpg
0.022091612,-0.2553363,4.9638243,桂圆,桂圆,fruit30_split/val/桂圆/22.jpeg
0.124622114,-0.08939111,5.109312,桂圆,桂圆,fruit30_split/val/桂圆/26.png
2.7961726,0.3143866,4.9257636,桂圆,桂圆,fruit30_split/val/桂圆/29.jpg
-0.1521915,-0.06285754,4.83376,桂圆,桂圆,fruit30_split/val/桂圆/35.jpg
2.6616712,0.6285994,4.8238335,桂圆,桂圆,fruit30_split/val/桂圆/4.jpg
-0.014772092,-0.17113397,5.018234,桂圆,桂圆,fruit30_split/val/桂圆/42.jpg
-0.14164118,-0.0020777003,5.083273,桂圆,桂圆,fruit30_split/val/桂圆/48.jpg
-0.09965255,-0.059501443,4.898475,桂圆,桂圆,fruit30_split/val/桂圆/49.jpg
-0.20804664,-0.091300875,4.5595613,桂圆,桂圆,fruit30_split/val/桂圆/52.jpg
-0.022861589,-0.24295233,5.068091,桂圆,桂圆,fruit30_split/val/桂圆/60.jpg
-0.25729766,0.1163766,4.694957,桂圆,桂圆,fruit30_split/val/桂圆/66.jpg
2.6663806,0.37914538,5.0072365,桂圆,桂圆,fruit30_split/val/桂圆/73.jpg
2.7031095,0.29264003,4.871252,桂圆,桂圆,fruit30_split/val/桂圆/79.jpg
-0.33521205,0.14436051,4.561193,桂圆,桂圆,fruit30_split/val/桂圆/82.jpg
-0.12735987,-0.04823593,4.860253,桂圆,桂圆,fruit30_split/val/桂圆/87.jpeg
-0.006045847,-0.35102803,5.058922,桂圆,桂圆,fruit30_split/val/桂圆/88.jpeg
2.6138237,0.42305133,4.756537,桂圆,桂圆,fruit30_split/val/桂圆/90.jpeg
2.8138275,0.3131604,4.9702363,桂圆,桂圆,fruit30_split/val/桂圆/99.jpg
-0.21463685,1.1643643,2.396918,梨,苹果-青,fruit30_split/val/梨/1.jpg
0.09778959,0.7176549,2.8392034,梨,梨,fruit30_split/val/梨/11.jpg
-0.189517,0.5606918,2.7318485,梨,梨,fruit30_split/val/梨/112.jpg
-0.35816255,0.53709066,2.8530107,梨,梨,fruit30_split/val/梨/114.jpg
-0.30769157,0.62881386,2.8543499,梨,梨,fruit30_split/val/梨/116.jpg
0.8102502,-0.0941041,4.9548693,梨,梨,fruit30_split/val/梨/119.jpg
-0.07793408,0.93613154,3.1405182,梨,梨,fruit30_split/val/梨/12.jpg
-0.40160263,0.8269641,3.1580517,梨,梨,fruit30_split/val/梨/127.jpg
-0.51218706,0.6431344,3.158198,梨,梨,fruit30_split/val/梨/132.jpg
-0.33564782,0.68738467,2.9290907,梨,梨,fruit30_split/val/梨/133.jpg
-0.6410279,0.6688308,3.223828,梨,梨,fruit30_split/val/梨/135.jpg
-0.22851501,0.4570827,2.9201293,梨,梨,fruit30_split/val/梨/138.jpg
1.453287,1.2061517,4.873951,梨,葡萄-红,fruit30_split/val/梨/150.jpg
-0.078017175,0.9857096,2.48705,梨,苹果-青,fruit30_split/val/梨/170.jpg
1.9414535,0.61904806,4.4767027,梨,梨,fruit30_split/val/梨/174.jpeg
0.0043353154,0.74530464,2.8826866,梨,梨,fruit30_split/val/梨/186.jpg
1.3012599,1.1756153,4.53568,梨,梨,fruit30_split/val/梨/19.jpg
2.045285,0.541599,4.4559402,梨,梨,fruit30_split/val/梨/190.jpg
1.7802106,0.6291078,4.4861526,梨,梨,fruit30_split/val/梨/197.jpg
-0.052538462,0.6906459,2.883456,梨,梨,fruit30_split/val/梨/199.jpg
1.4548155,0.90098023,4.138702,梨,苹果-青,fruit30_split/val/梨/22.jpg
0.80222625,0.23189127,4.95925,梨,梨,fruit30_split/val/梨/23.jpg
-0.001069947,1.0794905,2.5638447,梨,梨,fruit30_split/val/梨/27.jpg
-0.1604798,0.7573819,2.7232125,梨,梨,fruit30_split/val/梨/28.jpg
-0.11245953,1.0874932,3.3781517,梨,梨,fruit30_split/val/梨/34.jpg
0.97139245,0.69533765,5.1701813,梨,苹果-红,fruit30_split/val/梨/43.jpg
-0.14230196,0.7310752,2.7090018,梨,梨,fruit30_split/val/梨/54.jpeg
-0.13690065,1.0513567,3.1786113,梨,梨,fruit30_split/val/梨/55.jpg
2.0494082,0.75593805,4.5296507,梨,梨,fruit30_split/val/梨/68.jpg
0.38459232,1.6510688,3.669763,梨,梨,fruit30_split/val/梨/69.jpg
2.1418016,0.4322023,4.476908,梨,梨,fruit30_split/val/梨/73.jpg
-0.7287899,0.6256341,3.3183506,梨,猕猴桃,fruit30_split/val/梨/76.jpg
-0.23975131,0.91791826,3.0920122,梨,石榴,fruit30_split/val/梨/77.jpg
-0.031443644,1.7260224,3.9173105,梨,梨,fruit30_split/val/梨/82.jpg
2.0906763,0.50304353,4.4336214,梨,梨,fruit30_split/val/梨/85.jpg
0.1335997,-0.13519734,4.732862,梨,桂圆,fruit30_split/val/梨/87.jpg
-0.20138893,0.5959388,2.8973784,梨,梨,fruit30_split/val/梨/92.jpg
-0.5477094,0.58082664,2.8870966,椰子,椰子,fruit30_split/val/椰子/102.jpg
-0.212569,0.3982944,2.9651456,椰子,椰子,fruit30_split/val/椰子/104.jpg
0.12129669,1.2294074,3.1039295,椰子,椰子,fruit30_split/val/椰子/105.jpg
2.0171633,1.0797682,4.414964,椰子,椰子,fruit30_split/val/椰子/107.jpeg
-0.86517394,0.6766404,3.7712703,椰子,椰子,fruit30_split/val/椰子/12.jpg
-0.3467544,0.58026254,2.9477382,椰子,椰子,fruit30_split/val/椰子/128.jpg
